TITLE;Differential evolution variants
FOCUS ON;
EXPERIMENT TYPE;DEVariants
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14
type;;;;;;;;;RandomUniform;RandomPearson;RandomWeibull;RandomNormal;RandomUniform;RandomWeibull;RandomNormal;RandomNormal;RandomNormal;RandomWeibull;RandomWeibull;RandomUniform;RandomPearson;RandomNormal
p1;;;;;;;;;0;10;0;0;0;0;0;0;0;0;0;0;1;0
p2;;;;;;;;;10;0;0.1;10;5;0.2;5;5;5;0.2;5;1;0;1
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;2.9562;2.4515;2.4465;1.1068;2.7076;310.4;10.7;2.821;3.5126;0.16298;0.57248;1123.5
PCA;16.7;8.2343;8.3252;0.0078363;0.065238;1753.5;792.45;61.789;53.005;3.8994E-05;0.0020668;83207
PCA
weights;;;;;;;;;3.1484E-07;1.5363E-07;0.89327;8.0622E-08;2.6328E-08;1.0484E-05;2.2378E-06;4.0125E-06;1.8409E-07;0.10671;3.9538E-09;5.4978E-09;1.8424E-07;9.1664E-09;7.1244E-08;1.0008E-08;8.1595E-08;1.0239E-08;5.0625E-08;7.9471E-11;4.193E-09;1.6713E-08;2.7615E-09;8.0336E-08;1.8656E-08;1.652E-08;2.9773E-08;1.0153E-08;3.3235E-08;7.0782E-08;5.8452E-09;1.463E-07;6.7787E-08;2.0095E-08;6.8212E-08;3.0707E-08;2.0685E-08;4.0434E-08;4.4103E-08;3.2252E-08;1.2336E-08;2.549E-08;2.087E-09;4.1685E-09;5.7172E-08;9.4577E-09;2.1722E-08;7.9914E-08;2.5923E-07;7.8353E-09;5.6872E-08;4.0108E-08;1.1666E-09;9.8982E-10;3.9447E-09;2.2823E-08;5.0356E-09;3.2651E-09;9.3888E-10;2.2398E-08;1.3586E-08;4.2765E-08;5.6863E-09;1.259E-08;7.2952E-08;2.48E-08;6.7239E-08;4.2664E-08;9.2546E-09;2.6388E-09;1.1244E-07;1.1492E-09;3.8344E-08;5.7739E-08;2.7827E-08;1.649E-08;2.1339E-08;2.581E-08;2.341E-08;3.5414E-10;7.3508E-08;2.0344E-08;1.359E-08;1.5351E-08;7.8311E-10;1.2013E-07;1.3043E-07;2.29E-07;1.6943E-08;7.8442E-09;5.5026E-08;3.8002E-09;1.5566E-08;9.9401E-08;3.6052E-08;7.4878E-10;8.5266E-09;2.5029E-08;7.1713E-08;1.6366E-08;5.7963E-08;1.9818E-08;8.1024E-08;8.0634E-08;2.9204E-08;7.1216E-08;1.0674E-07;2.8905E-08;4.3016E-08;2.6944E-08;4.6151E-08;1.014E-08;9.694E-08;2.5306E-08;2.9173E-09;1.0282E-07;2.3191E-07;1.4844E-07;4.7356E-08;3.7187E-08
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;6.4878;19.179;3;1;0.5;150;175;Manhattan(Average);4.8433E-06;1.1518E-06;0.38906;1.2786E-08;3.383E-07;1.6657E-06;2.8157E-06;2.4414E-06;1.4174E-06;0.60669;8.7675E-05;1.9971E-11;4.2218E-06;1.2672E-05;8.3388E-09;2.5828E-05;0.0001474;3.5441E-07;6.2101E-06;9.0922E-08;2.3211E-05;1.6101E-05;4.9738E-06;3.9677E-05;3.782E-06;2.5523E-06;3.5706E-06;1.3472E-05;2.1142E-06;5.9885E-06;5.7955E-05;0.00013785;1.7392E-05;1.5939E-06;7.0942E-06;2.6296E-06;1.6222E-05;9.3316E-07;6.8923E-07;7.5358E-07;7.2463E-05;1.0877E-05;1.5262E-05;8.4752E-06;3.8156E-05;1.6609E-06;1.4239E-05;4.6845E-07;7.1542E-06;2.7269E-06;3.3884E-06;2.7075E-08;2.0808E-05;3.08E-07;3.4932E-06;1.563E-05;5.895E-05;2.1276E-07;7.8366E-06;7.9708E-06;1.7435E-05;1.0046E-05;6.5728E-06;3.7709E-08;1.1415E-06;6.0723E-05;1.4724E-05;0.00014866;2.1702E-05;5.4639E-06;1.913E-06;3.3807E-07;2.8616E-06;8.3995E-06;1.813E-05;3.9851E-06;2.52E-05;3.4525E-07;6.2292E-05;9.1452E-06;9.5672E-07;4.3835E-08;4.2334E-05;3.3898E-08;2.4634E-06;1.9019E-07;0.001361;2.8193E-07;3.531E-07;3.8974E-05;4.8285E-06;3.5893E-05;4.8445E-05;4.3106E-06;2.5244E-06;2.2658E-05;5.6082E-06;1.6855E-05;1.8551E-08;0.00030593;7.7765E-11;1.6966E-05;8.4301E-05;4.4856E-06;2.7867E-05;0.00013144;0.00059527;6.9164E-06;4.1311E-07;4.8194E-07;1.1492E-05;3.8382E-06;8.612E-07;5.7729E-05;7.3336E-08;2.0648E-05;2.0875E-05;1.0057E-05;6.1572E-09;5.0289E-07
2;6.3188;18.68;3;1;0.5;150;175;Manhattan(Average);7.4551E-06;1.339E-06;0.40547;3.9279E-06;6.6096E-08;6.2022E-07;6.8854E-06;3.1582E-07;4.9637E-08;0.54057;4.6467E-07;4.6902E-05;2.4868E-06;2.4845E-05;1.0081E-08;0.012225;2.6211E-09;0.00011552;0.0088019;6.2097E-06;7.8693E-06;1.6803E-05;1.8618E-05;9.5923E-07;0.00031394;9.6687E-07;5.5601E-05;0.0028423;2.1869E-05;6.0442E-06;1.4084E-06;2.2164E-06;7.4065E-09;1.8418E-06;2.1696E-06;1.6049E-06;3.6143E-06;1.0912E-05;9.9053E-05;0.002103;9.6792E-06;1.5237E-08;6.6799E-05;3.0847E-06;0.0010393;6.7027E-07;4.2726E-05;1.0967E-05;1.6929E-06;5.7838E-07;1.7502E-05;7.3489E-06;0.00064293;2.1214E-05;0.00035192;4.6709E-07;9.3557E-07;0.00026884;6.103E-08;8.3074E-06;2.3841E-07;6.4167E-06;5.4335E-07;3.9226E-05;0.00011093;1.6558E-05;4.3768E-06;1.2657E-06;3.145E-06;1.6978E-06;2.3671E-06;0.00010982;1.0479E-06;1.8E-05;2.3905E-06;4.6966E-07;2.6109E-06;0.0020208;4.5735E-06;0.00032437;4.541E-05;1.4371E-05;2.2034E-10;8.2762E-06;4.9705E-05;2.674E-05;1.8225E-07;3.0651E-05;0.0083947;2.6338E-05;0.0045049;6.3089E-07;0.00019916;4.6066E-06;1.9887E-05;0.0040939;3.419E-07;6.1239E-06;1.4035E-05;1.6688E-05;0.00022816;5.9271E-08;6.5316E-07;1.5559E-08;0.00010507;5.7681E-06;5.3448E-05;9.0785E-06;1.3502E-05;1.7393E-05;1.7061E-05;0.0036708;0.00033403;2.5201E-05;2.5524E-05;2.3707E-07;2.3761E-05;7.2845E-07;5.0288E-05;5.044E-08
3;6.426;18.997;3;1;0.5;150;175;Manhattan(Average);6.94E-06;6.021E-06;0.40183;1.3348E-07;5.8664E-06;1.5395E-06;8.5678E-05;0.0039465;2.2335E-05;0.57549;1.9395E-05;5.6158E-08;2.9721E-07;2.0384E-05;1.8606E-06;8.4949E-06;2.6591E-05;6.2589E-07;8.6273E-06;1.4344E-06;1.64E-05;2.0963E-07;2.8635E-06;8.1098E-07;6.6065E-07;1.2087E-06;1.3403E-05;2.8914E-08;2.1168E-05;6.5604E-07;4.616E-07;7.1651E-07;3.248E-07;9.351E-07;0.0054407;1.1853E-05;4.3374E-06;8.5297E-05;8.651E-07;5.3781E-05;3.2383E-07;3.4096E-05;2.0314E-05;1.4655E-06;5.0938E-06;2.4735E-05;2.2979E-05;3.2992E-05;1.2233E-05;2.7589E-06;8.4293E-10;1.2927E-06;8.9965E-07;1.0764E-05;1.221E-07;5.3753E-05;1.6611E-05;1.5818E-08;6.3502E-06;5.2081E-07;6.3245E-06;3.4484E-05;3.9956E-05;3.508E-05;8.9226E-05;0.00062386;1.7447E-06;2.368E-05;3.8235E-05;2.7898E-08;0.001029;5.4025E-07;8.1027E-06;0.0011409;6.3883E-06;0.0005366;9.1569E-05;3.9901E-06;4.8672E-05;8.2334E-06;1.0342E-05;4.7528E-06;4.0169E-05;8.8375E-05;0.00012557;0.00034097;4.8167E-07;2.4901E-06;2.7179E-06;0.0033525;3.3507E-05;3.0283E-07;8.9163E-07;3.2213E-05;3.7446E-11;5.6543E-06;5.6639E-06;6.0531E-07;1.9581E-07;6.5059E-07;1.0552E-05;2.5961E-05;0.00026314;3.0613E-05;3.82E-06;3.4207E-07;4.8073E-06;2.6342E-05;9.1738E-05;1.3464E-05;1.4207E-06;0.0025369;1.3538E-05;2.4029E-05;0.0013144;4.0134E-07;5.2553E-06;0.00038788;4.4858E-05;4.0568E-07
4;4.9274;12.08;3;1;0.5;150;175;Manhattan(GeometricAverage);8.9972E-07;0.00044043;0.29176;0.017158;0.0013198;0.00026081;1.4235E-06;2.0614E-08;0.00045655;0.66831;2.7803E-05;0.00013944;2.6239E-06;6.2547E-08;3.5451E-06;0.00023498;0.00098756;0.00013446;8.9703E-05;0.00037472;0.00018502;3.5384E-05;0.0028585;4.0476E-05;8.6497E-06;5.5874E-06;0.00037258;0.0002599;0.00022956;4.2171E-06;4.2423E-09;4.0817E-07;0.0016678;1.553E-06;1.6076E-05;4.0896E-07;2.1355E-08;0.00019645;3.785E-06;0.00017638;8.5057E-05;4.2694E-05;6.7869E-06;0.00032456;1.2241E-05;7.4535E-06;9.0496E-06;0.00022541;0.00033461;0.00084849;1.4646E-05;5.0645E-06;2.4866E-06;1.1352E-06;0.00010788;0.00012228;0.0012436;3.862E-05;4.5301E-07;0.00044505;8.934E-06;0.00012321;0.00052502;2.6178E-05;0.00017266;7.5675E-06;3.2893E-05;0.00014916;1.5954E-06;1.8571E-09;0.00070586;1.9383E-06;0.00027238;0.00051562;2.7617E-08;9.8292E-06;4.3279E-07;0.00023086;1.1778E-05;0.00011856;1.2221E-05;7.354E-07;9.1497E-05;5.0197E-08;0.00018247;2.8587E-09;1.7052E-05;1.8341E-09;0.00015851;6.073E-06;0.00016653;1.153E-05;0.00016955;4.1962E-05;7.8791E-08;5.6993E-06;8.3806E-07;0.00079248;0.00082451;2.3232E-05;0.0010178;2.4983E-07;0.00014761;1.9286E-05;8.9086E-06;5.4223E-05;0.00010501;3.538E-05;0.00019777;2.6698E-07;6.7737E-07;0.00043375;7.1898E-07;0.00063691;0.00016066;6.8898E-07;1.746E-08;9.1204E-05;1.8994E-05;1.1919E-05
5;4.9035;12.021;3;1;0.5;150;175;Manhattan(GeometricAverage);4.34E-06;6.9021E-06;0.3677;0.013681;2.5199E-05;8.975E-07;0.00020507;1.4958E-05;0.00021656;0.59849;0.00011451;9.6605E-07;1.6867E-05;2.6534E-06;5.6741E-06;2.3939E-06;2.4701E-05;3.04E-06;2.5507E-05;2.2866E-06;1.1353E-06;6.353E-06;1.0429E-08;6.607E-06;1.0715E-08;7.7113E-06;1.9602E-07;3.5211E-07;3.0542E-05;3.0496E-05;1.61E-05;2.1716E-06;1.6031E-05;6.426E-05;8.1165E-05;0.0085187;0.000141;5.4332E-05;1.4329E-05;0.0040723;0.00014817;7.549E-07;2.4443E-06;0.00014643;5.1872E-06;0.00010253;4.0022E-06;0.00014982;0.00022814;0.00027916;0.00015064;2.9494E-06;0.000243;1.4931E-07;4.9693E-07;2.856E-06;1.6187E-07;1.1504E-05;2.3173E-05;1.2959E-07;6.101E-05;1.3036E-06;8.6859E-05;0.00039031;2.0579E-08;5.8543E-06;4.9596E-05;6.2934E-07;1.5924E-05;2.8498E-07;6.0812E-05;9.046E-05;2.5324E-05;5.1893E-06;1.0939E-05;2.8591E-05;1.6637E-05;0.0018227;8.4278E-06;1.0173E-05;2.3694E-08;2.0947E-05;9.5511E-07;1.6189E-06;9.8747E-05;6.1038E-07;1.9442E-07;1.9034E-05;1.9329E-05;1.5285E-05;2.8085E-05;5.5579E-05;9.165E-06;7.1816E-10;2.2E-05;2.9569E-05;4.6769E-08;9.158E-08;7.5221E-06;2.1823E-05;6.167E-05;3.1561E-05;4.2187E-07;3.9485E-05;1.9855E-07;1.1138E-05;2.427E-06;8.883E-08;1.8273E-05;2.5381E-07;5.6369E-05;6.7673E-05;4.6154E-05;0.0012595;2.5616E-05;7.6444E-06;8.2372E-05;4.9722E-06;0.0001191;1.2928E-05
6;4.0211;9.858;3;1;0.5;150;175;Manhattan(GeometricAverage);0.00014687;2.2994E-07;0.33264;8.0768E-05;8.6976E-06;9.0072E-05;2.728E-05;2.5703E-07;8.0932E-08;0.33402;0.094781;1.4662E-06;3.2784E-05;7.4777E-06;1.6695E-06;2.3939E-06;2.8381E-06;9.6116E-05;6.3247E-06;7.5109E-08;1.0072E-05;2.7383E-06;1.7427E-05;4.2563E-07;2.1013E-05;2.9491E-09;2.4116E-05;0.023433;0.010522;9.0108E-07;7.9635E-06;7.8217E-08;1.3467E-05;1.1061E-05;3.2062E-07;8.9448E-07;4.8096E-05;2.7533E-05;0.009272;2.4253E-06;4.8678E-06;1.5107E-07;1.0636E-06;8.7841E-06;1.6132E-05;1.5442E-05;1.8051E-07;5.9268E-07;4.7922E-06;1.5864E-05;5.587E-05;5.0078E-06;7.9654E-07;9.0466E-06;9.4551E-05;1.5413E-05;4.3153E-05;2.3985E-08;9.6245E-07;2.2729E-05;6.8333E-06;2.1263E-06;2.4578E-09;1.0086E-07;1.3536E-06;1.2403E-06;0.00067292;1.978E-06;8.0783E-09;4.1399E-07;1.3278E-05;1.7578E-05;2.3193E-06;3.9856E-05;1.3549E-05;5.2608E-08;1.2192E-05;0.11974;0.026571;0.0010703;3.1307E-05;8.8011E-05;7.8095E-07;8.1889E-06;1.0547E-06;3.2163E-05;3.3088E-05;3.9061E-05;1.6671E-07;8.177E-06;1.2292E-06;1.752E-05;6.8544E-06;0.0017658;3.7107E-06;5.346E-07;0.00033923;4.0138E-06;6.5648E-05;1.3028E-05;1.9968E-06;2.1816E-06;1.1879E-05;2.2409E-06;6.1952E-05;2.3091E-05;0.001076;0.042248;1.7527E-07;1.5656E-05;0.00016475;6.1072E-05;1.0553E-05;1.0953E-05;1.062E-06;2.8848E-07;7.9781E-08;8.09E-06;5.9065E-08;7.3438E-07
7;1.6083;1.78;3;1;0.5;150;175;Manhattan(Minimum);0.083959;7.9144E-05;0.028404;0.12281;0.0058283;2.8074E-08;0.12308;0.1232;0.1232;0.12067;2.5327E-05;1.8269E-06;4.187E-07;5.0445E-06;4.2111E-05;7.4498E-07;8.7474E-09;1.898E-07;1.8605E-06;0.0020932;4.3437E-05;2.4312E-05;1.3471E-05;9.7649E-05;4.8954E-09;1.5903E-05;2.7414E-06;6.2125E-05;1.9198E-06;3.1956E-06;5.0027E-05;2.341E-06;2.4257E-05;1.69E-06;0.00011086;0.12272;1.5104E-07;0.00013865;1.4443E-05;2.9204E-05;0.00014783;2.4943E-07;9.5253E-05;0.00023317;2.4872E-05;0.00040788;6.8831E-06;4.9129E-05;4.9929E-06;2.3053E-08;4.3036E-05;3.9964E-05;1.6571E-05;2.3714E-06;4.3683E-09;5.6637E-07;2.627E-05;4.4727E-05;0.00012158;2.8809E-06;0.00015774;0.00023408;1.3264E-06;2.5353E-05;0.00037361;4.1478E-06;3.5639E-05;0.00048938;1.4943E-06;1.0933E-05;7.7537E-07;8.4219E-05;0.12317;5.4269E-06;0.00019296;7.5835E-06;3.7245E-07;1.4674E-05;0.00016183;2.7879E-05;6.6468E-05;7.6815E-07;0.00031395;0.0010855;6.2423E-05;7.6835E-07;7.3861E-05;5.2245E-09;2.8548E-05;0.014052;2.9708E-11;1.3003E-05;1.7012E-06;7.9204E-06;5.2425E-05;0.00053227;3.7993E-06;9.8972E-06;1.9284E-06;2.4282E-05;2.9933E-07;1.6935E-05;2.7233E-05;7.5958E-05;5.8612E-07;1.2453E-05;2.0291E-05;0.00013165;0.00012653;2.0826E-07;7.335E-06;2.5641E-11;3.3537E-05;1.5956E-06;9.7104E-05;2.1877E-07;2.8064E-05;1.5192E-06;2.2039E-06;7.7869E-05
