TITLE;2 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomUniform;RandomPearson
p1;0;1
p2;27;0
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;2.1916;2.025;2.2037;0.26705;0.58848;2684.7;4.9422;3.6313;4.4572;0.061564;0.2744;6054.2
PCA;2.8684;2.5323;2.9619;0.14161;0.41944;3513.7;9.6432;6.4122;8.7729;0.019858;0.17421;11813
DE00;2.8684;2.5323;2.962;0.3035;0.59166;3513.8;9.6439;6.4127;8.7736;0.081997;0.27453;11814
DE01;2.8684;2.5323;2.962;0.3035;0.59166;3513.8;9.6439;6.4127;8.7736;0.081997;0.27453;11814
DE02;2.8684;2.5323;2.962;0.3035;0.59166;3513.8;9.6439;6.4127;8.7736;0.081997;0.27453;11814
PCA
weights;0.99993;7.3294E-05
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.3089;2.8684;2;0.85;0.5;50;50;Manhattan(Average);1;2.0109E-13
2;1.3089;2.8684;2;0.85;0.5;50;50;Manhattan(Average);1;6.2341E-14
3;1.3089;2.8684;2;0.85;0.5;50;50;Manhattan(Average);1;4.6446E-14
4;1.2506;2.5323;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;6.0444E-15
5;1.2506;2.5323;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;6.715E-13
6;1.2506;2.5323;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;5.6105E-15
7;1.1365;0.3035;2;0.85;0.5;50;50;Manhattan(Minimum);0.29179;0.70821
8;1.1365;0.3035;2;0.85;0.5;50;50;Manhattan(Minimum);0.29179;0.70821
9;1.1365;0.3035;2;0.85;0.5;50;50;Manhattan(Minimum);0.29179;0.70821
10;1.3441;2.962;2;0.85;0.5;50;50;Manhattan(Median);1;5.1715E-15
11;1.3441;2.962;2;0.85;0.5;50;50;Manhattan(Median);1;7.4919E-15
12;1.3441;2.962;2;0.85;0.5;50;50;Manhattan(Median);1;1.7782E-14
13;1.0054;0.59166;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.58927;0.41073
14;1.0054;0.59166;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.58927;0.41073
15;1.0054;0.59166;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.58927;0.41073
16;1.3089;3513.8;2;0.85;0.5;50;50;Manhattan(Summation);1;1.8626E-13
17;1.3089;3513.8;2;0.85;0.5;50;50;Manhattan(Summation);1;7.5219E-15
18;1.3089;3513.8;2;0.85;0.5;50;50;Manhattan(Summation);1;3.86E-14
19;1.9513;9.6439;2;0.85;0.5;50;50;Euclidean(Average);1;9.4674E-14
20;1.9513;9.6439;2;0.85;0.5;50;50;Euclidean(Average);1;1.0365E-14
21;1.9513;9.6439;2;0.85;0.5;50;50;Euclidean(Average);1;1.0588E-14
22;1.7659;6.4127;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;8.8033E-15
23;1.7659;6.4127;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;7.8132E-15
24;1.7659;6.4127;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;2.8802E-14
25;1.3319;0.081997;2;0.85;0.5;50;50;Euclidean(Minimum);0.32623;0.67377
26;1.3319;0.081997;2;0.85;0.5;50;50;Euclidean(Minimum);0.32623;0.67377
27;1.3319;0.081997;2;0.85;0.5;50;50;Euclidean(Minimum);0.32623;0.67377
28;1.9684;8.7736;2;0.85;0.5;50;50;Euclidean(Median);1;8.5686E-16
29;1.9684;8.7736;2;0.85;0.5;50;50;Euclidean(Median);1;9.8263E-15
30;1.9684;8.7736;2;0.85;0.5;50;50;Euclidean(Median);1;7.9694E-16
31;1.0004;0.27453;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.50466;0.49534
32;1.0004;0.27453;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.50465;0.49535
33;1.0004;0.27453;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.50466;0.49534
34;1.9513;11814;2;0.85;0.5;50;50;Euclidean(Summation);1;1.9405E-15
