TITLE;2 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomUniform;RandomUniform
p1;0;0
p2;3;1
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;0.76732;0.72359;0.77774;0.10817;0.084127;939.97;0.5394;0.4302;0.49417;0.0083348;0.0041188;660.77
PCA;0.88813;0.80304;0.9178;0.094902;0.087101;1088;0.88291;0.60529;0.8019;0.006369;0.0051073;1081.6
DE00;0.91118;0.80659;0.94169;0.11167;0.092879;1116.2;0.97535;0.64641;0.88678;0.010155;0.0065176;1194.8
DE01;0.91118;0.80659;0.94169;0.11167;0.092879;1116.2;0.97535;0.64641;0.88678;0.010155;0.0065176;1194.8
DE02;0.91118;0.80659;0.94169;0.11167;0.092879;1116.2;0.97535;0.64641;0.88678;0.010155;0.0065176;1194.8
PCA
weights;0.90289;0.097108
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.1875;0.91118;2;0.85;0.5;50;50;Manhattan(Average);1;1.2825E-13
2;1.1875;0.91118;2;0.85;0.5;50;50;Manhattan(Average);1;3.5454E-14
3;1.1875;0.91118;2;0.85;0.5;50;50;Manhattan(Average);1;3.3501E-14
4;1.1147;0.80659;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.96845;0.03155
5;1.1147;0.80659;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.96845;0.03155
6;1.1147;0.80659;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.96845;0.03155
7;1.0324;0.11167;2;0.85;0.5;50;50;Manhattan(Minimum);0.23006;0.76994
8;1.0324;0.11167;2;0.85;0.5;50;50;Manhattan(Minimum);0.23006;0.76994
9;1.0324;0.11167;2;0.85;0.5;50;50;Manhattan(Minimum);0.23006;0.76994
10;1.2108;0.94169;2;0.85;0.5;50;50;Manhattan(Median);1;5.5817E-16
11;1.2108;0.94169;2;0.85;0.5;50;50;Manhattan(Median);1;3.3943E-15
12;1.2108;0.94169;2;0.85;0.5;50;50;Manhattan(Median);1;1.2663E-15
13;1.104;0.092879;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.86212;0.13788
14;1.104;0.092879;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.86212;0.13788
15;1.104;0.092879;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.86212;0.13788
16;1.1875;1116.2;2;0.85;0.5;50;50;Manhattan(Summation);1;1.7081E-12
17;1.1875;1116.2;2;0.85;0.5;50;50;Manhattan(Summation);1;1.3253E-14
18;1.1875;1116.2;2;0.85;0.5;50;50;Manhattan(Summation);1;1.1743E-15
19;1.8082;0.97535;2;0.85;0.5;50;50;Euclidean(Average);1;7.3898E-14
20;1.8082;0.97535;2;0.85;0.5;50;50;Euclidean(Average);1;2.56E-14
21;1.8082;0.97535;2;0.85;0.5;50;50;Euclidean(Average);1;1.2564E-16
22;1.5026;0.64641;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;6.5729E-16
23;1.5026;0.64641;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;1.2928E-14
24;1.5026;0.64641;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;1.4429E-15
25;1.2185;0.010155;2;0.85;0.5;50;50;Euclidean(Minimum);0.2519;0.7481
26;1.2185;0.010155;2;0.85;0.5;50;50;Euclidean(Minimum);0.2519;0.7481
27;1.2185;0.010155;2;0.85;0.5;50;50;Euclidean(Minimum);0.2519;0.7481
28;1.7945;0.88678;2;0.85;0.5;50;50;Euclidean(Median);1;2.8933E-14
29;1.7945;0.88678;2;0.85;0.5;50;50;Euclidean(Median);1;4.0832E-17
30;1.7945;0.88678;2;0.85;0.5;50;50;Euclidean(Median);1;5.5857E-16
31;1.5824;0.0065176;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.8306;0.1694
32;1.5824;0.0065176;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.8306;0.1694
33;1.5824;0.0065176;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.8306;0.1694
34;1.8082;1194.8;2;0.85;0.5;50;50;Euclidean(Summation);1;4.1722E-14
35;1.8082;1194.8;2;0.85;0.5;50;50;Euclidean(Summation);1;8.8577E-16
