TITLE;2 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomNormal;RandomPearson
p1;0;1
p2;9;0
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;2.2315;2.0547;2.222;0.21779;0.48393;2733.6;5.1388;3.7476;4.4821;0.034743;0.15572;6295
PCA;2.89;2.5784;2.8643;0.15396;0.44098;3540.3;9.8207;6.6423;8.2004;0.022853;0.1874;12030
DE00;2.892;2.5795;2.8662;0.23621;0.53188;3542.7;9.8382;6.654;8.2149;0.046801;0.2574;12052
DE01;2.892;2.5795;2.8662;0.23621;0.53188;3542.7;9.8382;6.654;8.2149;0.046801;0.2574;12052
DE02;2.892;2.5795;2.8662;0.23621;0.53188;3542.7;9.8382;6.654;8.2149;0.046801;0.2574;12052
PCA
weights;0.99823;0.0017722
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.296;2.892;2;0.85;0.5;50;50;Manhattan(Average);1;9.2098E-16
2;1.296;2.892;2;0.85;0.5;50;50;Manhattan(Average);1;5.8013E-15
3;1.296;2.892;2;0.85;0.5;50;50;Manhattan(Average);1;2.0785E-14
4;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;1.0444E-14
5;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;2.3745E-15
6;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;1.6238E-14
7;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
8;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
9;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
10;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;1.3696E-15
11;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;3.664E-15
12;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;6.3089E-14
13;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
14;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
15;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
16;1.296;3542.7;2;0.85;0.5;50;50;Manhattan(Summation);1;1.5665E-14
17;1.296;3542.7;2;0.85;0.5;50;50;Manhattan(Summation);1;2.0557E-13
18;1.296;3542.7;2;0.85;0.5;50;50;Manhattan(Summation);1;7.7136E-15
19;1.9145;9.8382;2;0.85;0.5;50;50;Euclidean(Average);1;5.2871E-14
20;1.9145;9.8382;2;0.85;0.5;50;50;Euclidean(Average);1;2.7651E-15
21;1.9145;9.8382;2;0.85;0.5;50;50;Euclidean(Average);1;3.4538E-14
22;1.7756;6.654;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;2.3153E-14
23;1.7756;6.654;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;6.252E-13
24;1.7756;6.654;2;0.85;0.5;50;50;Euclidean(GeometricAverage);1;3.9071E-14
25;1.3471;0.046801;2;0.85;0.5;50;50;Euclidean(Minimum);0.16462;0.83538
26;1.3471;0.046801;2;0.85;0.5;50;50;Euclidean(Minimum);0.16462;0.83538
27;1.3471;0.046801;2;0.85;0.5;50;50;Euclidean(Minimum);0.16462;0.83538
28;1.8328;8.2149;2;0.85;0.5;50;50;Euclidean(Median);1;1.0702E-14
29;1.8328;8.2149;2;0.85;0.5;50;50;Euclidean(Median);1;2.9787E-13
30;1.8328;8.2149;2;0.85;0.5;50;50;Euclidean(Median);1;1.7193E-13
31;1.653;0.2574;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.94916;0.050843
32;1.653;0.2574;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.94916;0.050843
33;1.653;0.2574;2;0.85;0.5;50;50;Euclidean(MinimumTimesMedian);0.94916;0.050843
34;1.9145;12052;2;0.85;0.5;50;50;Euclidean(Summation);1;8.2852E-15
35;1.9145;12052;2;0.85;0.5;50;50;Euclidean(Summation);1;1.1369E-16
36;1.9145;12052;2;0.85;0.5;50;50;Euclidean(Summation);1;1.4037E-14
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
2;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
3;1.0846;0.23621;2;0.85;0.5;50;50;Manhattan(Minimum);0.17362;0.82638
4;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
5;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
6;1.0991;0.53188;2;0.85;0.5;50;50;Manhattan(MinimumTimesMedian);0.97333;0.026673
7;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;1.6238E-14
8;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;1.0444E-14
9;1.2554;2.5795;2;0.85;0.5;50;50;Manhattan(GeometricAverage);1;2.3745E-15
10;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;6.3089E-14
11;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;3.664E-15
12;1.2899;2.8662;2;0.85;0.5;50;50;Manhattan(Median);1;1.3696E-15
13;1.296;3542.7;2;0.85;0.5;50;50;Manhattan(Summation);1;2.0557E-13
14;1.296;3542.7;2;0.85;0.5;50;50;Manhattan(Summation);1;1.5665E-14
15;1.296;2.892;2;0.85;0.5;50;50;Manhattan(Average);1;2.0785E-14
