TITLE;30 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomNormal;RandomNormal
p1;;;;;;;;;0;0
p2;;;;;;;;;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.038486;0.042242;0.062204
D PCA [C] Euclidean(MinimumTimesMedian);0.041918;0.11087;0.48406
D DE (min)[C] Euclidean(MinimumTimesMedian);0.11867;0.30455;1.4067
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.13726;0.33707;1.4251
D DE (max)[C] Euclidean(MinimumTimesMedian);0.15071;0.35866;1.4357
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0892;2.6246;7.7818
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.5667;7.9796;22.91
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.2746;3.0403;2.9441
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.035405;0.066418;0.091265
D PCA [C] Euclidean(MinimumTimesMedian);0.054836;0.11087;0.61694
D DE (min)[C] Euclidean(MinimumTimesMedian);0.15267;0.30733;1.2261
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.16648;0.31301;1.3294
D DE (max)[C] Euclidean(MinimumTimesMedian);0.17671;0.3245;1.4399
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.5488;1.6693;6.7598
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);4.702;4.7127;14.566
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.0359;2.8232;2.1548
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.004172;0.0072541;0.015054
D PCA [C] Euclidean(MinimumTimesMedian);0.010277;0.033943;0.0093454
D DE (min)[C] Euclidean(MinimumTimesMedian);0.027439;0.1544;0.43943
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.02973;0.16002;0.47112
D DE (max)[C] Euclidean(MinimumTimesMedian);0.033001;0.16846;0.48563
D PCA/D plain [C] Euclidean(MinimumTimesMedian);2.4633;4.6791;0.6208
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);7.126;22.059;31.296
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.8928;4.7144;50.412
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.029323;0.041599;0.054811
D PCA [C] Euclidean(MinimumTimesMedian);0.034485;0.092322;0.46892
D DE (min)[C] Euclidean(MinimumTimesMedian);0.094446;0.24176;1.016
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.10904;0.28568;1.0996
D DE (max)[C] Euclidean(MinimumTimesMedian);0.11688;0.32058;1.1542
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1761;2.2193;8.5553
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.7186;6.8675;20.062
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.1619;3.0944;2.3449
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.05462;0.050769;0.052312
D PCA [C] Euclidean(MinimumTimesMedian);0.081552;0.073916;0.12922
D DE (min)[C] Euclidean(MinimumTimesMedian);0.19511;0.17311;0.3763
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.20833;0.18571;0.43009
D DE (max)[C] Euclidean(MinimumTimesMedian);0.21537;0.19388;0.47989
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.4931;1.4559;2.4702
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.8143;3.6579;8.2217
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.5546;2.5125;3.3284
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0038541;0.0045935;0.0081263
D PCA [C] Euclidean(MinimumTimesMedian);0.0073775;0.026671;0.028056
D DE (min)[C] Euclidean(MinimumTimesMedian);0.014252;0.064635;0.19473
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.015148;0.070052;0.21157
D DE (max)[C] Euclidean(MinimumTimesMedian);0.016808;0.072443;0.21585
