TITLE;90 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46
type;;;;;;;;;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal
p1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.017209;0.078885;0.5946
D PCA [C] Euclidean(MinimumTimesMedian);0.018558;0.25549;2.4047
D DE (min)[C] Euclidean(MinimumTimesMedian);0.084095;0.74251;6.2002
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.094716;0.84436;7.626
D DE (max)[C] Euclidean(MinimumTimesMedian);0.10169;0.96073;8.4845
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0784;3.2387;4.0442
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.5038;10.704;12.825
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.1039;3.3049;3.1713
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.020627;0.082344;0.60694
D PCA [C] Euclidean(MinimumTimesMedian);0.027485;0.19466;2.4369
D DE (min)[C] Euclidean(MinimumTimesMedian);0.082972;0.67018;5.5658
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.10739;0.83439;7.2102
D DE (max)[C] Euclidean(MinimumTimesMedian);0.14265;0.90574;9.5947
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.3325;2.364;4.015
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.2064;10.133;11.88
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.9073;4.2864;2.9588
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.007977;0.05818;0.58242
D PCA [C] Euclidean(MinimumTimesMedian);0.02806;0.24453;2.5931
D DE (min)[C] Euclidean(MinimumTimesMedian);0.064379;0.74622;6.4399
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.079746;0.83414;7.6094
D DE (max)[C] Euclidean(MinimumTimesMedian);0.091112;0.95261;8.3346
D PCA/D plain [C] Euclidean(MinimumTimesMedian);3.5176;4.203;4.4522
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);9.997;14.337;13.065
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.842;3.4112;2.9345
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.016683;0.076026;0.64557
D PCA [C] Euclidean(MinimumTimesMedian);0.019417;0.24488;2.7614
D DE (min)[C] Euclidean(MinimumTimesMedian);0.086799;0.73418;6.5076
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.10151;0.80148;7.5371
D DE (max)[C] Euclidean(MinimumTimesMedian);0.11937;0.87595;8.4109
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1639;3.2211;4.2775
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);6.0849;10.542;11.675
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.2279;3.2729;2.7294
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.025602;0.05798;0.14949
D PCA [C] Euclidean(MinimumTimesMedian);0.036797;0.12015;0.50588
D DE (min)[C] Euclidean(MinimumTimesMedian);0.12571;0.371;1.3554
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.1447;0.46201;1.6798
D DE (max)[C] Euclidean(MinimumTimesMedian);0.16508;0.55861;2.3374
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.4373;2.0723;3.384
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.6519;7.9685;11.237
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.9324;3.8452;3.3205
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.013078;0.04122;0.13442
D PCA [C] Euclidean(MinimumTimesMedian);0.057945;0.15805;0.60457
D DE (min)[C] Euclidean(MinimumTimesMedian);0.11923;0.3505;1.1284
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.13018;0.4321;1.5461
D DE (max)[C] Euclidean(MinimumTimesMedian);0.14061;0.50785;2.0274
D PCA/D plain [C] Euclidean(MinimumTimesMedian);4.4305;3.8343;4.4976
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);9.954;10.483;11.502
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.2467;2.7339;2.5573
distances;(RandomPearson, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.021562;0.051299;0.14442
D PCA [C] Euclidean(MinimumTimesMedian);0.034842;0.1482;0.56631
D DE (min)[C] Euclidean(MinimumTimesMedian);0.14197;0.44949;1.1413
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.15495;0.47912;1.4657
D DE (max)[C] Euclidean(MinimumTimesMedian);0.17207;0.51509;1.7803
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.6159;2.889;3.9213
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);7.1862;9.3397;10.149
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.4472;3.2329;2.5881
distances;(RandomUniform, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.001472;0.0071758;0.054804
D PCA [C] Euclidean(MinimumTimesMedian);0.0015327;0.021007;0.22125
D DE (min)[C] Euclidean(MinimumTimesMedian);0.0072005;0.059515;0.55369
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.0084741;0.069418;0.64535
D DE (max)[C] Euclidean(MinimumTimesMedian);0.0098621;0.076349;0.74955
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0412;2.9275;4.0371
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.7568;9.6738;11.776
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.529;3.3045;2.9168
distances;(RandomUniform, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0068196;0.01409;0.064512
D PCA [C] Euclidean(MinimumTimesMedian);0.024406;0.016237;0.16779
D DE (min)[C] Euclidean(MinimumTimesMedian);0.048667;0.06666;0.46236
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.064832;0.072768;0.60623
D DE (max)[C] Euclidean(MinimumTimesMedian);0.075162;0.079229;0.73395
D PCA/D plain [C] Euclidean(MinimumTimesMedian);3.5789;1.1523;2.6009
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);9.5067;5.1644;9.3972
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.6563;4.4818;3.613
distances;(RandomWeibull, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.013545;0.0078201;0.006214
D PCA [C] Euclidean(MinimumTimesMedian);0.016429;0.02678;0.027223
D DE (min)[C] Euclidean(MinimumTimesMedian);0.07434;0.066786;0.056612
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.083451;0.073463;0.069303
D DE (max)[C] Euclidean(MinimumTimesMedian);0.10125;0.082945;0.075627
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.2129;3.4246;4.3809
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);6.1611;9.3941;11.153
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.0795;2.7432;2.5458
weights;(RandomNormal, RandomNormal)
gain;1;normalization;Center
component;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
