TITLE;6 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomNormal;RandomNormal
p1;;;;;;;;;0;0
p2;;;;;;;;;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.05243;0.071593;0.39211
D PCA [C] Euclidean(MinimumTimesMedian);0.051379;0.23843;0.065611
D DE (min)[C] Euclidean(MinimumTimesMedian);0.10447;0.36898;1.2148
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.10485;0.36961;1.2148
D DE (max)[C] Euclidean(MinimumTimesMedian);0.1051;0.37006;1.2148
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.97996;3.3303;0.16733
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.9999;5.1626;3.0982
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.0408;1.5502;18.516
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.058204;0.061472;0.23673
D PCA [C] Euclidean(MinimumTimesMedian);0.059029;0.14287;0.35747
D DE (min)[C] Euclidean(MinimumTimesMedian);0.092005;0.2216;1.1648
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.092266;0.22189;1.1649
D DE (max)[C] Euclidean(MinimumTimesMedian);0.092413;0.222;1.1649
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0142;2.3241;1.5101
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.5852;3.6097;4.9207
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.5631;1.5531;3.2586
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.010578;0.035167;0.14456
D PCA [C] Euclidean(MinimumTimesMedian);0.019386;0.0079351;0.33002
D DE (min)[C] Euclidean(MinimumTimesMedian);0.026775;0.099956;0.56313
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.027894;0.10311;0.579
D DE (max)[C] Euclidean(MinimumTimesMedian);0.028186;0.10399;0.60256
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.8326;0.22564;2.2829
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);2.637;2.932;4.0053
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.4389;12.994;1.7545
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.054901;0.13214;0.19294
D PCA [C] Euclidean(MinimumTimesMedian);0.047603;0.16193;0.21338
D DE (min)[C] Euclidean(MinimumTimesMedian);0.064921;0.29569;0.71556
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.065001;0.29835;0.71885
D DE (max)[C] Euclidean(MinimumTimesMedian);0.065149;0.29985;0.72384
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.86706;1.2255;1.1059
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.184;2.2578;3.7258
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.3655;1.8424;3.3689
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.043528;0.059981;0.12518
D PCA [C] Euclidean(MinimumTimesMedian);0.04057;0.059741;0.31166
D DE (min)[C] Euclidean(MinimumTimesMedian);0.080537;0.14153;0.41665
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.081774;0.15044;0.42314
D DE (max)[C] Euclidean(MinimumTimesMedian);0.082188;0.16269;0.43245
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.93204;0.996;2.4896
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.8787;2.5082;3.3802
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.0156;2.5182;1.3577
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0098902;0.029466;0.028029
D PCA [C] Euclidean(MinimumTimesMedian);0.0074318;0.014741;0.00099778
D DE (min)[C] Euclidean(MinimumTimesMedian);0.029772;0.079432;0.13563
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.029787;0.085399;0.13645
D DE (max)[C] Euclidean(MinimumTimesMedian);0.029792;0.086897;0.13732
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.75143;0.50026;0.035598
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.0117;2.8982;4.8683
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.008;5.7934;136.76
distances;(RandomPearson, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.046488;0.056916;0.10431
D PCA [C] Euclidean(MinimumTimesMedian);0.043122;0.071271;0.20778
D DE (min)[C] Euclidean(MinimumTimesMedian);0.075275;0.13064;0.30514
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.076807;0.13411;0.31101
D DE (max)[C] Euclidean(MinimumTimesMedian);0.077223;0.13614;0.3142
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.9276;1.2522;1.9919
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.6522;2.3562;2.9815
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.7812;1.8816;1.4968
distances;(RandomUniform, RandomUniform) (many)
gain;1;3;9;27;81
