TITLE;30 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
type;;;;;;;;;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal
p1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.037758;0.15386;1.3967
D PCA [C] Euclidean(MinimumTimesMedian);0.043463;0.42053;5.5317
D DE (min)[C] Euclidean(MinimumTimesMedian);0.13043;0.9829;9.7185
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.14223;1.027;10.1
D DE (max)[C] Euclidean(MinimumTimesMedian);0.15526;1.0765;10.537
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1511;2.7331;3.9605
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.7669;6.6744;7.2311
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.2724;2.4421;1.8258
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.046082;0.20395;1.408
D PCA [C] Euclidean(MinimumTimesMedian);0.049977;0.38909;5.9704
D DE (min)[C] Euclidean(MinimumTimesMedian);0.14287;1.0761;10.536
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.14654;1.0956;11.156
D DE (max)[C] Euclidean(MinimumTimesMedian);0.15259;1.11;11.792
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0845;1.9077;4.2403
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.18;5.3718;7.9231
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.9322;2.8158;1.8685
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.017377;0.14675;1.229
D PCA [C] Euclidean(MinimumTimesMedian);0.063012;0.57553;5.0853
D DE (min)[C] Euclidean(MinimumTimesMedian);0.13346;0.96921;9.259
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.14099;1.0497;10.302
D DE (max)[C] Euclidean(MinimumTimesMedian);0.15049;1.0943;11.135
D PCA/D plain [C] Euclidean(MinimumTimesMedian);3.6262;3.922;4.1377
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);8.1135;7.1531;8.382
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.2375;1.8239;2.0258
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.038597;0.18344;1.4235
D PCA [C] Euclidean(MinimumTimesMedian);0.036512;0.52563;6.1637
D DE (min)[C] Euclidean(MinimumTimesMedian);0.1201;1.127;9.4895
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.12554;1.2271;10.244
D DE (max)[C] Euclidean(MinimumTimesMedian);0.13738;1.3149;11.329
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.94598;2.8655;4.33
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.2526;6.6897;7.1962
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.4383;2.3346;1.6619
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.05039;0.12722;0.25733
D PCA [C] Euclidean(MinimumTimesMedian);0.068724;0.26129;1.0423
D DE (min)[C] Euclidean(MinimumTimesMedian);0.17777;0.61881;2.2407
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.18618;0.66551;2.3964
D DE (max)[C] Euclidean(MinimumTimesMedian);0.19514;0.7053;2.6068
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.3638;2.0538;4.0502
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);3.6947;5.231;9.3126
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.7091;2.547;2.2993
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.021328;0.091168;0.27725
D PCA [C] Euclidean(MinimumTimesMedian);0.069795;0.35699;1.2168
D DE (min)[C] Euclidean(MinimumTimesMedian);0.12027;0.59208;1.8534
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.12639;0.66448;1.9448
D DE (max)[C] Euclidean(MinimumTimesMedian);0.13498;0.71154;2.1084
D PCA/D plain [C] Euclidean(MinimumTimesMedian);3.2725;3.9158;4.389
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.9262;7.2886;7.0145
