TITLE;90 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomNormal;RandomNormal
p1;;;;;;;;;0;0
p2;;;;;;;;;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.017585;0.017896;0.024126
D PCA [C] Euclidean(MinimumTimesMedian);0.018595;0.038531;0.50312
D DE (min)[C] Euclidean(MinimumTimesMedian);0.10519;0.13501;0.53482
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.11091;0.17704;1.0509
D DE (max)[C] Euclidean(MinimumTimesMedian);0.12157;0.22739;1.2452
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0575;2.153;20.854
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);6.3071;9.8922;43.56
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.9643;4.5946;2.0888
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.028946;0.026171;0.034208
D PCA [C] Euclidean(MinimumTimesMedian);0.041756;0.039324;0.34994
D DE (min)[C] Euclidean(MinimumTimesMedian);0.13677;0.17503;0.38703
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.16118;0.18392;0.57545
D DE (max)[C] Euclidean(MinimumTimesMedian);0.17761;0.19524;0.7453
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.4426;1.5026;10.23
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.5683;7.0277;16.822
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.86;4.6771;1.6444
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0014509;0.0020294;0.0037252
D PCA [C] Euclidean(MinimumTimesMedian);0.0054315;0.036972;0.041991
D DE (min)[C] Euclidean(MinimumTimesMedian);0.014347;0.12672;0.3669
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.01873;0.14678;0.47127
D DE (max)[C] Euclidean(MinimumTimesMedian);0.022278;0.17967;0.58525
D PCA/D plain [C] Euclidean(MinimumTimesMedian);3.7436;18.218;11.272
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);12.909;72.328;126.51
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);3.4484;3.97;11.223
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.014576;0.015388;0.021994
D PCA [C] Euclidean(MinimumTimesMedian);0.017455;0.030249;0.42201
D DE (min)[C] Euclidean(MinimumTimesMedian);0.078787;0.088471;0.68631
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.081377;0.11279;1.1056
D DE (max)[C] Euclidean(MinimumTimesMedian);0.087818;0.16914;1.4409
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1975;1.9657;19.187
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.583;7.3299;50.27
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.6621;3.7288;2.6199
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.026503;0.025047;0.026505
D PCA [C] Euclidean(MinimumTimesMedian);0.034341;0.033664;0.10759
D DE (min)[C] Euclidean(MinimumTimesMedian);0.14973;0.1446;0.21104
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.16642;0.15286;0.32488
D DE (max)[C] Euclidean(MinimumTimesMedian);0.18351;0.16126;0.46438
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.2957;1.344;4.0592
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);6.2792;6.1031;12.257
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.846;4.5409;3.0196
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0013961;0.001652;0.0021463
D PCA [C] Euclidean(MinimumTimesMedian);0.0020831;0.013998;0.033801
D DE (min)[C] Euclidean(MinimumTimesMedian);0.0091342;0.01926;0.12681
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.0098577;0.032752;0.17647
D DE (max)[C] Euclidean(MinimumTimesMedian);0.010483;0.042981;0.24948
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.4921;8.4735;15.749
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);7.061;19.826;82.223
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.7323;2.3397;5.2209
distances;(RandomPearson, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.014099;0.016371;0.015747
D PCA [C] Euclidean(MinimumTimesMedian);0.016175;0.031477;0.096654
D DE (min)[C] Euclidean(MinimumTimesMedian);0.073707;0.10298;0.1357
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.081419;0.1195;0.16479
D DE (max)[C] Euclidean(MinimumTimesMedian);0.091276;0.14637;0.22533
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1472;1.9227;6.1378
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.7748;7.2998;10.465
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.0336;3.7966;1.705
distances;(RandomUniform, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0014772;0.0015576;0.00191
D PCA [C] Euclidean(MinimumTimesMedian);0.0015221;0.0033207;0.027787
D DE (min)[C] Euclidean(MinimumTimesMedian);0.0071326;0.013609;0.042064
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.0082864;0.014567;0.091638
D DE (max)[C] Euclidean(MinimumTimesMedian);0.0091564;0.015715;0.12323
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0304;2.132;14.548
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.6095;9.3525;47.979
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);5.4441;4.3868;3.2979
distances;(RandomUniform, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.015758;0.015241;0.014584
D PCA [C] Euclidean(MinimumTimesMedian);0.020184;0.021686;0.022657
D DE (min)[C] Euclidean(MinimumTimesMedian);0.072211;0.074794;0.091033
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.085011;0.09411;0.10394
D DE (max)[C] Euclidean(MinimumTimesMedian);0.095723;0.10695;0.11338
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.2809;1.4229;1.5535
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);5.3948;6.1749;7.1269
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.2118;4.3398;4.5876
distances;(RandomWeibull, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.015397;0.013987;0.014747
D PCA [C] Euclidean(MinimumTimesMedian);0.018395;0.017459;0.020102
D DE (min)[C] Euclidean(MinimumTimesMedian);0.065655;0.071175;0.071005
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.076891;0.076539;0.083547
D DE (max)[C] Euclidean(MinimumTimesMedian);0.084487;0.090742;0.10234
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.1947;1.2482;1.3632
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);4.9939;5.4721;5.6653
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);4.1801;4.3839;4.156
weights;(RandomNormal, RandomNormal)
gain;1;normalization;Center
component;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
PCA;;;;;;0.010597;0.010656;0.0099642;0.012149;0.010121;0.009217;0.010383;0.010372;0.011311;0.010271;0.015237;0.013239;0.014159;0.010524;0.010021;0.0089658;0.011774;0.0078816;0.012058;0.016067;0.012311;0.012261;0.0099288;0.0094434;0.0089613;0.0098352;0.010286;0.0076189;0.01179;0.0099794;0.010604;0.0080478;0.0096169;0.010847;0.0095691;0.010602;0.012013;0.010238;0.01382;0.0099991;0.0075574;0.011454;0.0093883;0.0091837;0.010728;0.01071;0.012501;0.012426;0.012425;0.010898;0.012696;0.010452;0.0064388;0.011766;0.014628;0.012177;0.0091684;0.015457;0.0095502;0.012622;0.012701;0.016227;0.007379;0.011172;0.010996;0.011612;0.0097544;0.0077063;0.010722;0.013389;0.011606;0.01309;0.013558;0.0087269;0.010483;0.010616;0.010709;0.013462;0.012678;0.014869;0.0082586;0.0093897;0.011705;0.014366;0.010651;0.01152;0.010427;0.0094988;0.01567;0.012089
distance;dDE;dDE/dP;dPCA;dPCA/dP;dDE/dPCA;weights ->
