TITLE;2 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomNormal;RandomNormal
p1;;;;;;;;;0;0
p2;;;;;;;;;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.042237;0.05247;0.15706
D PCA [C] Euclidean(MinimumTimesMedian);0.042594;0.063337;0.013596
D DE (min)[C] Euclidean(MinimumTimesMedian);0.043662;0.07343;0.53785
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.043662;0.07343;0.53785
D DE (max)[C] Euclidean(MinimumTimesMedian);0.043662;0.07343;0.53785
D PCA/D plain [C] Euclidean(MinimumTimesMedian);1.0084;1.2071;0.086564
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.0337;1.3995;3.4245
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.0251;1.1594;39.56
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.026807;0.057271;0.18658
D PCA [C] Euclidean(MinimumTimesMedian);0.021144;0.051454;0.060717
D DE (min)[C] Euclidean(MinimumTimesMedian);0.027816;0.059971;0.40636
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.027816;0.059971;0.40647
D DE (max)[C] Euclidean(MinimumTimesMedian);0.027816;0.059971;0.4065
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.78873;0.89843;0.32542
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.0376;1.0472;2.1785
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.3156;1.1655;6.6945
distances;(RandomNormal, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.014395;0.035228;0.14012
D PCA [C] Euclidean(MinimumTimesMedian);0.0014885;0.0022766;0.027113
D DE (min)[C] Euclidean(MinimumTimesMedian);0.014435;0.057303;0.24993
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.014435;0.057303;0.24993
D DE (max)[C] Euclidean(MinimumTimesMedian);0.014436;0.057303;0.24993
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.10341;0.064626;0.1935
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.0028;1.6266;1.7837
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);9.6978;25.17;9.2181
distances;(RandomNormal, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.010385;0.0361;0.23547
D PCA [C] Euclidean(MinimumTimesMedian);0.0097919;0.024546;0.15867
D DE (min)[C] Euclidean(MinimumTimesMedian);0.014125;0.038374;0.58447
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.014125;0.038378;0.58455
D DE (max)[C] Euclidean(MinimumTimesMedian);0.014125;0.03838;0.58456
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.94291;0.67993;0.67384
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.3601;1.0631;2.4824
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);1.4425;1.5636;3.684
distances;(RandomPearson, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.018277;0.021269;0.10614
D PCA [C] Euclidean(MinimumTimesMedian);0.0088977;0.012918;0.23417
D DE (min)[C] Euclidean(MinimumTimesMedian);0.022263;0.026021;0.26521
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.022263;0.026021;0.26528
D DE (max)[C] Euclidean(MinimumTimesMedian);0.022263;0.026021;0.26529
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.48682;0.60737;2.2063
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.2181;1.2234;2.4994
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.5021;2.0143;1.1328
distances;(RandomPearson, RandomUniform) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0077628;0.021883;0.034858
D PCA [C] Euclidean(MinimumTimesMedian);0.00315;0.0035467;0.0056905
D DE (min)[C] Euclidean(MinimumTimesMedian);0.0079463;0.035175;0.047231
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.0079463;0.035175;0.047232
D DE (max)[C] Euclidean(MinimumTimesMedian);0.0079463;0.035176;0.047232
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.40578;0.16208;0.16325
D DE (avg)/D plain[C] Euclidean(MinimumTimesMedian);1.0236;1.6075;1.355
D DE (avg)/D PCA[C] Euclidean(MinimumTimesMedian);2.5227;9.9176;8.3001
distances;(RandomPearson, RandomWeibull) (many)
gain;1;3;9;27;81
D plain [C] Euclidean(MinimumTimesMedian);0.0082909;0.033566;0.053254
D PCA [C] Euclidean(MinimumTimesMedian);0.0068741;0.026944;0.14448
D DE (min)[C] Euclidean(MinimumTimesMedian);0.010869;0.045258;0.1496
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.01087;0.045258;0.1496
D DE (max)[C] Euclidean(MinimumTimesMedian);0.01087;0.045258;0.1496
D PCA/D plain [C] Euclidean(MinimumTimesMedian);0.82911;0.80271;2.713
