TITLE;Differential evolution variants;;;;;;;;;
FOCUS ON;;;;;;;;;;
EXPERIMENT TYPE;DEVariants;;;;;;;;;
PARAMETERS;;;;;;;;;;
normalization;Center;;;;;;;;;
pcaRecompositionThreshold;0.95;;;;;;;;;
component;1;2;3;4;5;6;7;8;;
type;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;;
p1;0;0;0;0;0;0;0;0;;
p2;15;10;10;10;10;5;0.2;5;;
RESULTS;;;;;;;;;;
COMMON;;;;;;;;;;
distance;;;;;;;;;;
which;A;T;C;;;;;;;
plain;12.339;1.0304;1.6555;;;;;;;
PCA;232.56;0.0088295;6.9217;;;;;;;
PCA;;;;;;;;;;
weights;0.000036201;1.7316E-006;0.000041148;0.000033372;0.000025605;1.9338E-007;0.081678;0.000000006;3.262E-008;
differential evolutions parameters, by distance type;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;;
5669;6.0274;74.375;3;1.5;0.5;150;10;A;0.21646;
2720;5.8126;71.724;2;0.85;1;125;30;A;0.21648;
9368;6.1847;76.316;5;1.2;1;75;150;A;0.21716;
7430;5.9027;72.836;4;1.2;1;125;100;A;0.21736;
6275;6.0257;74.353;4;0.85;0.25;10;50;A;0.21823;
4700;6.321;77.997;3;0.85;1;150;100;A;0.21828;
2355;6.1789;76.244;2;0.85;0.25;10;50;A;0.2183;
5686;6.2354;76.941;3;1.5;0.75;10;30;A;0.21907;
9411;6.3318;78.131;5;1.5;0.25;10;50;A;0.21964;
4150;6.1582;75.989;3;0.5;0.75;50;50;A;0.22058;
2101;6.2405;77.005;2;0.5;0.5;50;150;A;0.22061;
5496;6.6135;81.607;3;1.2;1;150;150;A;0.22073;
5481;6.4099;79.095;3;1.2;1;150;75;A;0.22087;
11688;5.858;72.284;6;1.5;1;30;125;A;0.22092;
5451;6.3178;77.959;3;1.2;1;100;50;A;0.22186;
1549;6.0135;74.203;1;1.2;1;125;100;A;0.22212;
3490;6.021;74.296;2;1.2;1;100;30;A;0.22268;
1551;5.6599;69.84;1;1.2;1;125;125;A;0.22307;
11177;6.3607;78.488;6;1.2;0.75;10;75;A;0.22357;
10921;6.3744;78.657;6;1;1;50;150;A;0.22433;
11691;6.2821;77.518;6;1.5;1;30;150;A;0.22437;
5490;6.3987;78.957;3;1.5;0.25;10;30;A;0.22496;
8753;6.4542;79.641;5;1;0.5;50;30;A;0.22627;
5767;6.4943;80.136;3;1.5;0.75;150;10;A;0.22752;
10931;6.5586;80.93;6;1;1;75;125;A;0.22867;
7814;6.4032;79.012;4;1.5;1;100;150;A;0.22944;
11513;6.5004;80.211;6;1.5;0.5;75;50;A;0.23018;
2124;6.556;80.897;2;0.5;0.5;100;100;A;0.23032;
1527;6.6005;81.447;1;1.2;1;75;150;A;0.23126;
787;6.4944;80.137;1;1;0.25;10;50;A;0.23268;
1040;6.6427;81.967;1;1;0.75;100;30;A;0.23313;
6051;6.515;80.391;4;0.5;0.5;125;30;A;0.23326;
4212;6.7408;83.177;3;0.5;0.75;150;125;A;0.23393;
11685;6.2814;77.509;6;1.5;1;30;100;A;0.23422;
2397;6.7215;82.94;2;0.85;0.25;75;30;A;0.23495;
5489;6.1979;76.478;3;1.5;0.25;10;30;A;0.23527;
9746;6.7747;83.596;5;1.5;1;50;150;A;0.23737;
11313;6.6475;82.026;6;1.2;1;50;150;A;0.2378;
5840;5.8569;72.271;3;1.5;1;75;150;A;0.23816;
2126;6.6994;82.667;2;0.5;0.5;100;125;A;0.24057;
4424;7.0405;86.876;3;0.85;0.5;10;150;A;0.24069;
2747;6.795;83.847;2;1;0.25;10;50;A;0.24088;
4188;6.8089;84.018;3;0.5;0.75;100;150;A;0.24133;
17457;7.0514;11.674;3;1.5;0.75;10;150;C;0.2417;
9510;6.8372;84.367;5;1.5;0.5;10;50;A;0.24207;
4685;7.0186;86.606;3;0.85;1;125;100;A;0.24489;
10603;6.8987;85.126;6;1;0.25;30;50;A;0.24634;
3784;6.9411;85.649;2;1.5;0.75;100;30;A;0.24742;
4804;7.4293;91.674;3;1;0.5;10;30;A;0.24767;
942;6.8191;84.143;1;1;0.5;100;30;A;0.2482;
4204;7.0855;87.431;3;0.5;0.75;150;30;A;0.24867;
7404;7.1625;88.381;4;1.2;1;75;125;A;0.25084;
2468;7.0498;86.991;2;0.85;0.5;30;30;A;0.25093;
3117;7.0436;86.914;2;1;1;125;100;A;0.2514;
7860;6.8927;85.052;5;0.5;0.25;30;50;A;0.25303;
1514;7.1924;88.751;1;1.2;1;50;150;A;0.25371;
3827;7.2276;89.185;2;1.5;1;10;75;A;0.25409;
5376;7.2406;89.345;3;1.2;0.75;150;10;A;0.25466;
3854;7.2625;89.615;2;1.5;1;50;30;A;0.25479;
11653;6.5705;81.077;6;1.5;0.75;150;50;A;0.25482;
217;7.0778;87.336;1;0.5;0.75;30;75;A;0.25536;
1375;7.2925;89.986;1;1.2;0.75;10;50;A;0.25552;
941;7.2529;89.497;1;1;0.5;100;30;A;0.25575;
7808;7.3079;90.176;4;1.5;1;100;100;A;0.25595;
3449;7.1222;87.884;2;1.2;1;30;50;A;0.25668;
3474;6.9026;85.174;2;1.2;1;50;150;A;0.2572;
9363;6.2408;77.008;5;1.2;1;75;125;A;0.25775;
8044;7.2766;89.79;5;0.5;0.75;10;100;A;0.25932;
2789;7.1482;88.205;2;1;0.25;75;30;A;0.26017;
3842;7.5277;92.888;2;1.5;1;30;50;A;0.2623;
1948;7.4548;91.988;1;1.5;1;125;150;A;0.26232;
3478;7.4678;92.148;2;1.2;1;75;50;A;0.26408;
398;7.527;92.879;1;0.85;0.25;10;75;A;0.26459;
4202;7.5163;92.747;3;0.5;0.75;125;150;A;0.2658;
10918;7.6013;93.796;6;1;1;50;125;A;0.26619;
4210;7.4085;91.417;3;0.5;0.75;150;100;A;0.26836;
11705;7.4929;92.459;6;1.5;1;50;150;A;0.26912;
4190;7.5662;93.363;3;0.5;0.75;125;30;A;0.27147;
8767;7.3738;90.989;5;1;0.5;75;30;A;0.27157;
5076;6.2486;77.104;3;1;1;125;75;A;0.27518;
10785;7.6;93.78;6;1;0.75;10;75;A;0.27687;
11487;7.8748;97.17;6;1.5;0.5;30;75;A;0.27781;
5201;8.1874;101.03;3;1.2;0.5;10;100;A;0.2779;
2854;7.93;97.851;2;1;0.5;10;125;A;0.27865;
10842;7.8916;97.378;6;1;0.75;100;50;A;0.27973;
5886;8.035;99.148;4;0.5;0.25;10;75;A;0.28075;
10936;7.4961;92.498;6;1;1;75;150;A;0.28273;
11657;7.9954;98.659;6;1.5;0.75;150;100;A;0.28314;
4411;7.9227;97.762;3;0.85;0.5;10;30;A;0.28326;
3632;7.5705;93.416;2;1.5;0.5;10;75;A;0.28555;
4923;8.1552;100.63;3;1;0.75;30;100;A;0.28571;
10715;8.1038;99.996;6;1;0.5;50;50;A;0.28662;
3769;8.1849;101;2;1.5;0.75;75;30;A;0.28664;
9353;7.9727;98.379;5;1.2;1;50;150;A;0.28765;
11572;7.7976;96.218;6;1.5;0.75;10;100;A;0.28944;
4528;8.2477;101.77;3;0.85;0.75;30;50;A;0.29068;
9427;8.1905;101.07;5;1.5;0.25;30;50;A;0.29108;
1840;8.2858;102.24;1;1.5;0.75;125;50;A;0.29238;
9738;5.9752;73.731;5;1.5;1;50;75;A;0.29387;
3933;7.4751;92.239;3;0.5;0.25;10;150;A;0.29585;
3928;8.3621;103.18;3;0.5;0.25;10;100;A;0.29757;
8237;8.5175;105.1;5;0.85;0.25;10;75;A;0.29815;
11080;8.5225;105.16;6;1.2;0.5;10;75;A;0.30063;
5198;7.986;98.543;3;1.2;0.5;10;50;A;0.30069;
4159;8.5893;105.99;3;0.5;0.75;50;150;A;0.30214;
7943;8.457;104.36;5;0.5;0.5;10;75;A;0.30253;
3881;7.8303;96.621;2;1.5;1;100;30;A;0.30298;
9810;8.3846;103.46;6;0.5;0.25;10;125;A;0.30522;
3459;8.741;107.86;2;1.2;1;30;150;A;0.30667;
9624;8.5791;105.86;5;1.5;0.75;30;50;A;0.30708;
3466;8.7701;108.22;2;1.2;1;50;75;A;0.30878;
2140;8.6184;106.35;2;0.5;0.5;125;125;A;0.31021;
3464;8.8346;109.01;2;1.2;1;50;50;A;0.31026;
3867;8.882;109.6;2;1.5;1;75;30;A;0.31135;
9903;8.4066;103.73;6;0.5;0.5;10;75;A;0.31319;
7261;8.8076;108.68;4;1.2;0.75;10;100;A;0.31328;
7810;8.6736;107.03;4;1.5;1;100;125;A;0.31564;
10772;9.0088;111.16;6;1;0.5;150;50;A;0.31629;
3835;8.2855;102.24;2;1.5;1;10;150;A;0.31867;
3687;9.1842;113.33;2;1.5;0.5;100;50;A;0.31905;
10401;9.2402;114.02;6;0.85;0.75;10;150;A;0.32108;
9909;9.0019;111.08;6;0.5;0.5;10;125;A;0.32227;
3534;8.5476;105.47;2;1.5;0.25;10;75;A;0.32555;
1902;9.4648;116.79;1;1.5;1;50;125;A;0.32619;
7066;8.4048;103.71;4;1;1;150;150;A;0.32763;
11615;9.3129;114.92;6;1.5;0.75;75;100;A;0.32804;
1364;9.39;115.87;1;1.2;0.5;150;50;A;0.32832;
3452;9.0436;111.59;2;1.2;1;30;75;A;0.32838;
3308;8.9378;110.29;2;1.2;0.5;125;30;A;0.33068;
2621;9.6218;118.73;2;0.85;0.75;125;30;A;0.33491;
10479;9.1695;113.15;6;0.85;0.75;150;75;A;0.3362;
6683;8.7951;108.53;4;1;0.25;30;50;A;0.33658;
4192;8.8233;108.87;3;0.5;0.75;125;50;A;0.33844;
11532;9.4577;116.7;6;1.5;0.5;100;100;A;0.34082;
5089;6.8581;84.625;3;1;1;150;75;A;0.34118;
5702;9.7527;120.34;3;1.5;0.75;30;30;A;0.34341;
4814;9.993;123.31;3;1;0.5;10;125;A;0.34466;
4902;9.608;118.56;3;1;0.75;10;30;A;0.34469;
7132;9.673;119.36;4;1.2;0.25;125;50;A;0.34568;
6753;9.7205;119.95;4;1;0.25;150;50;A;0.34628;
5596;9.836;121.37;3;1.5;0.5;10;125;A;0.34656;
7946;9.7165;119.9;5;0.5;0.5;10;100;A;0.34674;
2144;9.7873;120.77;2;0.5;0.5;125;150;A;0.34739;
3634;9.7917;120.82;2;1.5;0.5;10;100;A;0.34856;
5326;9.975;123.09;3;1.2;0.75;50;50;A;0.35117;
10687;10.11;124.75;6;1;0.5;10;75;A;0.35269;
8828;10.118;124.85;5;1;0.75;10;100;A;0.35327;
9220;10.2;125.86;5;1.2;0.75;10;100;A;0.35555;
2567;10.189;125.73;2;0.85;0.75;30;50;A;0.35563;
789;10.236;126.31;1;1;0.25;10;75;A;0.35774;
10326;9.9765;123.1;6;0.85;0.5;50;75;A;0.36053;
3492;9.8427;121.45;2;1.2;1;100;50;A;0.36295;
4525;9.9385;122.64;3;0.85;0.75;30;30;A;0.36355;
2111;10.056;124.08;2;0.5;0.5;75;125;A;0.36505;
10757;10.213;126.03;6;1;0.5;125;50;A;0.36719;
11299;9.7341;120.11;6;1.2;1;30;150;A;0.36769;
10619;10.484;129.37;6;1;0.25;50;75;A;0.36957;
6087;10.458;129.05;4;0.5;0.75;10;125;A;0.36978;
990;10.409;128.44;1;1;0.75;10;100;A;0.36983;
10399;10.545;130.12;6;0.85;0.75;10;125;A;0.37025;
4194;10.515;129.75;3;0.5;0.75;125;75;A;0.37046;
5707;10.675;131.72;3;1.5;0.75;30;100;A;0.37435;
3940;10.758;132.75;3;0.5;0.25;30;50;A;0.3753;
7216;9.158;113;4;1.2;0.5;100;50;A;0.37782;
9224;10.617;131.01;5;1.2;0.75;10;125;A;0.3788;
3813;10.644;131.34;2;1.5;0.75;150;50;A;0.379;
7159;10.903;134.54;4;1.2;0.5;10;75;A;0.37917;
1769;10.823;133.55;1;1.5;0.75;10;75;A;0.38014;
6908;10.802;133.29;4;1;0.75;75;50;A;0.3822;
3833;10.519;129.8;2;1.5;1;10;125;A;0.38437;
6837;11.03;136.11;4;1;0.5;125;50;A;0.3846;
2582;11.082;136.75;2;0.85;0.75;50;50;A;0.38877;
6089;10.994;135.65;4;0.5;0.75;10;150;A;0.39117;
10021;10.839;133.75;6;0.5;0.75;30;125;A;0.39173;
3883;11.242;138.71;2;1.5;1;100;50;A;0.39341;
2556;10.889;134.37;2;0.85;0.75;10;100;A;0.39538;
1701;10.886;134.33;1;1.5;0.5;50;75;A;0.39757;
2965;11.365;140.23;2;1;0.75;30;125;A;0.39889;
5891;11.069;136.59;4;0.5;0.25;10;125;A;0.40156;
1577;10.833;133.68;1;1.5;0.25;10;100;A;0.40326;
1069;11.441;141.17;1;1;0.75;150;50;A;0.40459;
6280;11.49;141.78;4;0.85;0.25;10;100;A;0.40486;
888;11.31;139.56;1;1;0.5;10;75;A;0.40523;
5889;11.179;137.94;4;0.5;0.25;10;100;A;0.40554;
11478;11.361;140.19;6;1.5;0.5;10;125;A;0.40661;
3734;9.9612;122.92;2;1.5;0.75;10;100;A;0.40811;
121;11.234;138.62;1;0.5;0.5;30;100;A;0.40907;
6381;11.69;144.24;4;0.85;0.5;10;125;A;0.41075;
3420;11.173;137.87;2;1.2;0.75;150;30;A;0.41279;
5604;11.832;146;3;1.5;0.5;30;30;A;0.41597;
8833;11.171;137.85;5;1;0.75;10;150;A;0.4171;
7949;10.047;123.98;5;0.5;0.5;10;125;A;0.41756;
792;11.869;146.46;1;1;0.25;10;100;A;0.41911;
3895;10.703;132.06;2;1.5;1;125;30;A;0.42093;
9025;12.018;148.3;5;1.2;0.25;10;100;A;0.4246;
5991;12.107;149.39;4;0.5;0.5;10;150;A;0.42503;
5736;12.088;149.16;3;1.5;0.75;75;100;A;0.42553;
9038;11.752;145.01;5;1.2;0.25;30;75;A;0.42563;
5493;12.05;148.69;3;1.5;0.25;10;75;A;0.42908;
9639;11.06;136.47;5;1.5;0.75;50;75;A;0.4291;
3467;12.261;151.29;2;1.2;1;50;100;A;0.4307;
4319;11.439;141.15;3;0.85;0.25;10;100;A;0.43074;
233;11.762;145.14;1;0.5;0.75;50;100;A;0.43088;
8441;12.273;151.45;5;0.85;0.75;10;150;A;0.43159;
3509;12.135;149.74;2;1.2;1;125;100;A;0.43173;
9611;10.979;135.47;5;1.5;0.75;10;100;A;0.43179;
9615;11.95;147.45;5;1.5;0.75;10;125;A;0.43238;
892;12.37;152.64;1;1;0.5;10;100;A;0.43475;
7483;12.224;150.83;4;1.5;0.25;50;75;A;0.43975;
502;12.228;150.88;1;0.85;0.5;10;125;A;0.44244;
5706;12.601;155.49;3;1.5;0.75;30;75;A;0.44295;
7854;12.501;154.26;5;0.5;0.25;10;150;A;0.44507;
5762;12.819;158.18;3;1.5;0.75;125;75;A;0.45055;
4584;12.839;158.43;3;0.85;0.75;125;50;A;0.45142;
5328;12.805;158.01;3;1.2;0.75;50;75;A;0.45162;
10303;12.882;158.96;6;0.85;0.5;10;150;A;0.4523;
4105;12.219;150.78;3;0.5;0.5;150;30;A;0.45428;
4078;12.591;155.36;3;0.5;0.5;100;30;A;0.46053;
5324;13.108;161.74;3;1.2;0.75;50;30;A;0.46132;
3470;12.922;159.45;2;1.2;1;50;125;A;0.4627;
3480;11.148;137.56;2;1.2;1;75;75;A;0.4635;
2366;13.234;163.3;2;0.85;0.25;10;150;A;0.46463;
5752;13.289;163.98;3;1.5;0.75;100;125;A;0.46705;
4054;13.381;165.11;3;0.5;0.5;50;75;A;0.46937;
9026;12.858;158.66;5;1.2;0.25;10;125;A;0.47302;
8633;13.076;161.35;5;1;0.25;10;100;A;0.47401;
4821;13.573;167.49;3;1;0.5;30;50;A;0.47757;
5591;9.5858;118.28;3;1.5;0.5;10;75;A;0.47943;
219;12.949;159.78;1;0.5;0.75;30;100;A;0.48108;
5718;9.6323;118.86;3;1.5;0.75;50;50;A;0.48251;
3942;13.447;165.93;3;0.5;0.25;30;75;A;0.48262;
4940;13.905;171.57;3;1;0.75;50;125;A;0.48872;
3501;13.789;170.15;2;1.2;1;100;150;A;0.48873;
4419;9.788;120.78;3;0.85;0.5;10;100;A;0.4893;
4930;13.753;169.7;3;1;0.75;30;150;A;0.48978;
5322;13.969;172.37;3;1.2;0.75;30;150;A;0.49096;
5715;13.419;165.58;3;1.5;0.75;50;30;A;0.49286;
4957;14.159;174.72;3;1;0.75;75;150;A;0.49778;
4815;9.9482;122.76;3;1;0.5;10;150;A;0.49915;
240;13.847;170.87;1;0.5;0.75;50;150;A;0.50001;
3800;11.279;139.18;2;1.5;0.75;125;50;A;0.50701;
2962;13.476;166.28;2;1;0.75;30;75;A;0.50786;
9556;12.503;154.28;5;1.5;0.5;75;75;A;0.5127;
4939;14.369;177.3;3;1;0.75;50;125;A;0.51498;
1688;11.258;138.92;1;1.5;0.5;30;75;A;0.51766;
3786;11.131;137.35;2;1.5;0.75;100;50;A;0.52128;
11448;11;135.73;6;1.5;0.25;125;100;A;0.52191;
4093;14.106;174.06;3;0.5;0.5;125;50;A;0.52194;
1801;12.586;155.31;1;1.5;0.75;50;100;A;0.53051;
4948;14.466;178.51;3;1;0.75;75;50;A;0.53633;
3506;10.96;135.24;2;1.2;1;125;50;A;0.53679;
3241;12.837;158.41;2;1.2;0.5;10;100;A;0.54041;
127;14.338;176.93;1;0.5;0.5;30;150;A;0.54634;
3982;14.426;178.01;3;0.5;0.25;100;50;A;0.55305;
4066;14.428;178.03;3;0.5;0.5;75;50;A;0.55686;
5744;14.213;175.38;3;1.5;0.75;100;30;A;0.56587;
5709;11.328;139.78;3;1.5;0.75;30;125;A;0.56827;
4109;15.022;185.36;3;0.5;0.5;150;75;A;0.57593;
3648;11.603;143.17;2;1.5;0.5;30;75;A;0.5804;
4810;11.694;144.29;3;1;0.5;10;100;A;0.58665;
896;13.653;168.46;1;1;0.5;10;150;A;0.59249;
1716;12.335;152.21;1;1.5;0.5;75;75;A;0.60676;
6869;14.332;176.85;4;1;0.75;10;100;A;0.60843;
4580;12.53;154.62;3;0.85;0.75;100;150;A;0.61376;
3551;12.865;158.75;2;1.5;0.25;30;100;A;0.61749;
3510;14.241;175.72;2;1.2;1;125;100;A;0.62324;
8243;13.289;163.97;5;0.85;0.25;10;125;A;0.62661;
3523;12.93;159.55;2;1.2;1;150;100;A;0.62786;
4935;12.56;154.98;3;1;0.75;50;75;A;0.6315;
5734;12.694;156.63;3;1.5;0.75;75;75;A;0.63219;
7952;14.541;179.42;5;0.5;0.5;10;150;A;0.6413;
4920;12.841;158.45;3;1;0.75;30;50;A;0.64278;
3014;12.958;159.9;2;1;0.75;125;30;A;0.6441;
5593;12.961;159.93;3;1.5;0.5;10;100;A;0.64605;
3144;12.967;160;2;1.2;0.25;10;100;A;0.64743;
2469;12.974;160.09;2;0.85;0.5;30;50;A;0.65165;
5597;13.116;161.84;3;1.5;0.5;10;125;A;0.65895;
2751;13.226;163.21;2;1;0.25;10;100;A;0.66169;
5078;13.558;167.29;3;1;1;125;100;A;0.66318;
3214;14.287;176.29;2;1.2;0.25;125;75;A;0.6652;
1383;14.201;175.23;1;1.2;0.75;10;125;A;0.6663;
4926;13.277;163.83;3;1;0.75;30;125;A;0.66691;
11480;13.666;168.63;6;1.5;0.5;10;150;A;0.6671;
4710;13.549;167.19;3;1;0.25;10;75;A;0.67421;
1385;13.649;168.43;1;1.2;0.75;10;150;A;0.67685;
9571;15.363;189.57;5;1.5;0.5;100;100;A;0.67973;
612;14.057;173.45;1;0.85;0.75;30;100;A;0.68052;
7555;14.068;173.59;4;1.5;0.5;10;100;A;0.68228;
2754;13.69;168.93;2;1;0.25;10;125;A;0.68468;
3482;13.87;171.15;2;1.2;1;75;100;A;0.68486;
9669;14.442;178.2;5;1.5;0.75;100;100;A;0.68502;
794;13.742;169.57;1;1;0.25;10;125;A;0.68518;
5727;13.818;170.51;3;1.5;0.75;50;150;A;0.6948;
7658;13.995;172.69;4;1.5;0.75;10;150;A;0.69527;
4326;13.869;171.13;3;0.85;0.25;10;150;A;0.69635;
9517;14.41;177.81;5;1.5;0.5;10;125;A;0.69693;
11509;14.683;181.18;6;1.5;0.5;50;150;A;0.70006;
11524;14.599;180.15;6;1.5;0.5;75;150;A;0.70357;
3007;14.005;172.81;2;1;0.75;100;125;A;0.70418;
3256;14.312;176.6;2;1.2;0.5;30;75;A;0.70578;
3869;14.108;174.08;2;1.5;1;75;50;A;0.7082;
7500;14.659;180.89;4;1.5;0.25;75;100;A;0.70854;
3147;14.503;178.96;2;1.2;0.25;10;125;A;0.71131;
3638;14.323;176.74;2;1.5;0.5;10;125;A;0.71379;
1579;14.282;176.23;1;1.5;0.25;10;125;A;0.7138;
5757;14.261;175.98;3;1.5;0.75;125;30;A;0.71591;
10806;14.39;177.57;6;1;0.75;30;125;A;0.71749;
11216;14.377;177.41;6;1.2;0.75;50;150;A;0.7178;
3608;14.627;180.48;2;1.5;0.25;125;100;A;0.71878;
9236;14.586;179.98;5;1.2;0.75;30;100;A;0.71938;
8883;14.995;185.03;5;1;0.75;100;75;A;0.72051;
10663;14.981;184.85;6;1;0.25;125;100;A;0.72106;
2430;14.538;179.39;2;0.85;0.25;125;75;A;0.72176;
3228;14.812;182.77;2;1.2;0.25;150;75;A;0.72328;
5792;14.463;178.47;3;1.5;0.75;150;150;A;0.72679;
11016;14.612;180.31;6;1.2;0.25;50;125;A;0.72929;
6773;14.593;180.07;4;1;0.5;10;125;A;0.73087;
3857;14.588;180.01;2;1.5;1;50;75;A;0.73096;
2597;16.35;201.75;2;0.85;0.75;75;75;A;0.73156;
7275;14.714;181.57;4;1.2;0.75;30;100;A;0.73445;
5358;14.7;181.39;3;1.2;0.75;100;100;A;0.73788;
7486;14.805;182.68;4;1.5;0.25;50;100;A;0.73857;
3554;14.759;182.11;2;1.5;0.25;30;125;A;0.73932;
3310;14.866;183.44;2;1.2;0.5;125;50;A;0.74122;
5226;15.713;193.88;3;1.2;0.5;50;30;A;0.74188;
3663;14.823;182.9;2;1.5;0.5;50;100;A;0.74321;
10315;15.003;185.13;6;0.85;0.5;30;125;A;0.74333;
7263;14.915;184.04;4;1.2;0.75;10;125;A;0.7434;
5315;14.881;183.63;3;1.2;0.75;30;100;A;0.74475;
7542;15.525;191.57;4;1.5;0.25;150;100;A;0.74565;
5331;14.882;183.64;3;1.2;0.75;50;125;A;0.74629;
5659;14.944;184.4;3;1.5;0.5;125;30;A;0.74686;
3006;14.883;183.64;2;1;0.75;100;100;A;0.74819;
5103;16.134;199.08;3;1.2;0.25;10;100;A;0.75006;
6492;14.956;184.55;4;0.85;0.75;30;100;A;0.75029;
6099;14.933;184.26;4;0.5;0.75;30;100;A;0.75035;
5730;15.141;186.83;3;1.5;0.75;75;30;A;0.75051;
8647;15.549;191.87;5;1;0.25;30;100;A;0.75082;
3885;15.046;185.66;2;1.5;1;100;75;A;0.75248;
1312;15.61;192.62;1;1.2;0.5;50;100;A;0.75303;
2570;15.204;187.6;2;0.85;0.75;30;75;A;0.75497;
4082;16.547;204.18;3;0.5;0.5;100;75;A;0.75568;
7668;15.052;185.74;4;1.5;0.75;30;100;A;0.75642;
3160;15.237;188.01;2;1.2;0.25;30;100;A;0.75881;
3718;15.245;188.11;2;1.5;0.5;150;75;A;0.76021;
9250;15.235;188;5;1.2;0.75;50;100;A;0.76034;
3270;15.159;187.05;2;1.2;0.5;50;75;A;0.76055;
5535;15.216;187.75;3;1.5;0.25;75;50;A;0.76192;
10845;16.09;198.54;6;1;0.75;100;100;A;0.76227;
1213;15.31;188.92;1;1.2;0.25;50;100;A;0.7625;
893;15.177;187.27;1;1;0.5;10;125;A;0.76271;
3621;15.195;187.49;2;1.5;0.25;150;100;A;0.76366;
3366;15.262;188.33;2;1.2;0.75;50;50;A;0.76472;
9125;15.266;188.37;5;1.2;0.5;10;125;A;0.7653;
6687;15.417;190.23;4;1;0.25;30;100;A;0.76795;
4547;15.281;188.56;3;0.85;0.75;50;125;A;0.76837;
10343;15.302;188.81;6;0.85;0.5;75;125;A;0.76846;
3354;15.312;188.94;2;1.2;0.75;30;75;A;0.76891;
2977;15.328;189.14;2;1;0.75;50;100;A;0.77023;
2472;15.598;192.47;2;0.85;0.5;30;75;A;0.77048;
7723;15.366;189.61;4;1.5;0.75;125;100;A;0.77071;
5398;15.339;189.28;3;1.2;0.75;150;150;A;0.77092;
5617;15.433;190.43;3;1.5;0.5;50;30;A;0.77099;
4531;15.365;189.6;3;0.85;0.75;30;100;A;0.7726;
3558;15.579;192.24;2;1.5;0.25;30;150;A;0.77278;
10456;15.43;190.4;6;0.85;0.75;100;125;A;0.77336;
5612;15.538;191.73;3;1.5;0.5;30;125;A;0.77489;
6309;15.487;191.1;4;0.85;0.25;50;100;A;0.7753;
614;15.627;192.83;1;0.85;0.75;30;125;A;0.7767;
904;16.075;198.36;1;1;0.5;30;75;A;0.77704;
3512;15.48;191.02;2;1.2;1;125;125;A;0.7772;
3788;15.613;192.65;2;1.5;0.75;100;75;A;0.77798;
11425;15.689;193.59;6;1.5;0.25;75;150;A;0.77889;
2766;15.589;192.36;2;1;0.25;30;75;A;0.77914;
11412;15.691;193.62;6;1.5;0.25;50;150;A;0.77939;
3393;15.559;191.99;2;1.2;0.75;100;50;A;0.7803;
8256;15.961;196.95;5;0.85;0.25;30;100;A;0.78039;
11439;15.628;192.84;6;1.5;0.25;100;150;A;0.78116;
5254;15.861;195.71;3;1.2;0.5;100;30;A;0.78205;
6001;15.97;197.06;4;0.5;0.5;30;100;A;0.78377;
3511;15.6;192.5;2;1.2;1;125;125;A;0.78412;
5741;15.632;192.9;3;1.5;0.75;75;150;A;0.78586;
3738;15.689;193.59;2;1.5;0.75;10;150;A;0.78612;
9501;15.705;193.79;5;1.5;0.25;150;100;A;0.78618;
3816;15.67;193.37;2;1.5;0.75;150;75;A;0.78685;
5144;15.661;193.25;3;1.2;0.25;75;50;A;0.78693;
11257;15.761;194.48;6;1.2;0.75;125;150;A;0.78839;
8786;15.725;194.03;5;1;0.5;100;75;A;0.7901;
1368;15.756;194.42;1;1.2;0.5;150;100;A;0.79151;
3283;15.808;195.06;2;1.2;0.5;75;75;A;0.79411;
5102;15.81;195.09;3;1.2;0.25;10;75;A;0.79477;
5599;15.813;195.13;3;1.5;0.5;10;150;A;0.79494;
6811;16.062;198.19;4;1;0.5;75;75;A;0.79563;
9110;16.035;197.86;5;1.2;0.25;150;100;A;0.79641;
2918;15.883;195.99;2;1;0.5;125;50;A;0.79738;
7611;16.3;201.13;4;1.5;0.5;100;100;A;0.79854;
10623;16.145;199.23;6;1;0.25;50;125;A;0.79867;
3640;15.929;196.56;2;1.5;0.5;10;150;A;0.7995;
10357;16.276;200.83;6;0.85;0.5;100;125;A;0.79959;
3312;15.958;196.91;2;1.2;0.5;125;75;A;0.79979;
5380;15.945;196.75;3;1.2;0.75;150;30;A;0.79991;
5497;15.919;196.43;3;1.5;0.25;10;100;A;0.80054;
11159;16.011;197.57;6;1.2;0.5;125;150;A;0.80123;
6520;16.38;202.12;4;0.85;0.75;75;100;A;0.80158;
8884;16.07;198.3;5;1;0.75;100;75;A;0.80211;
807;16.316;201.33;1;1;0.25;30;100;A;0.80219;
1717;16.032;197.82;1;1.5;0.5;75;100;A;0.80269;
3652;16.086;198.5;2;1.5;0.5;30;125;A;0.803;
3623;16.055;198.1;2;1.5;0.25;150;125;A;0.80485;
10221;16.405;202.43;6;0.85;0.25;30;150;A;0.80587;
7165;16.242;200.41;4;1.2;0.5;10;125;A;0.80695;
3345;16.085;198.47;2;1.2;0.75;10;150;A;0.80783;
2875;16.199;199.88;2;1;0.5;50;50;A;0.80868;
5564;16.092;198.56;3;1.5;0.25;125;50;A;0.80906;
10665;16.544;204.15;6;1;0.25;125;125;A;0.80911;
