i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;6.4888;18.886;3;1;0.25;75;175;Euclidean(Median);0;-5.3262;-5.4788;-5.7457;-6.7293;-6.934;-7.1337;-7.1337;-8.8935;-9.0559;-9.2658;-9.2658;-9.453;-10.506;-11.456;-11.778;-11.778;-12.696;-13.054;-14.247;-14.247;-14.903;-15.392;-15.416;-16.361;-16.362;-16.43;-16.483;-17.483;-17.483;-17.616;-17.616;-17.617;-17.723;-18.145;-18.183;-18.46;-18.46;-18.474;-18.474;-18.474;-18.597;-18.602;-18.709;-18.762;-18.762;-18.762;-18.762;-18.78;-18.798;-18.798;-18.822;-18.822;-18.832;-18.838;-18.853;-18.853;-18.853;-18.854;-18.872;-18.878;-18.878;-18.878;-18.878;-18.879;-18.88;-18.88;-18.882;-18.882;-18.883;-18.883;-18.883;-18.883;-18.883;-18.884;-18.884;-18.884;-18.884;-18.885;-18.885;-18.885;-18.885;-18.885;-18.885;-18.885;-18.885;-18.885;-18.885;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886;-18.886
4;6.4903;18.89;3;1;0.25;75;175;Euclidean(Median);0;-4.6489;-4.6807;-5.2124;-6.3635;-6.3635;-6.4644;-7.0058;-7.9383;-8.4834;-8.6411;-8.8396;-8.9122;-11.148;-11.148;-11.249;-14.566;-14.612;-16.056;-16.056;-16.056;-16.229;-16.633;-16.894;-16.935;-17.389;-17.618;-17.687;-17.962;-18.012;-18.049;-18.153;-18.272;-18.413;-18.413;-18.436;-18.471;-18.639;-18.639;-18.69;-18.695;-18.754;-18.756;-18.767;-18.768;-18.789;-18.808;-18.826;-18.826;-18.826;-18.83;-18.833;-18.844;-18.846;-18.854;-18.859;-18.859;-18.859;-18.862;-18.867;-18.867;-18.869;-18.872;-18.876;-18.879;-18.882;-18.883;-18.884;-18.885;-18.886;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89
5;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-4.8868;-4.8868;-5.0559;-5.7757;-6.3798;-6.6587;-7.0455;-8.6753;-8.6753;-9.1617;-9.1617;-9.2855;-9.3138;-10.602;-11.493;-11.493;-12.305;-13.515;-13.515;-14.874;-15.559;-15.605;-16.717;-16.717;-16.771;-16.771;-16.836;-17.079;-17.498;-18.052;-18.052;-18.052;-18.322;-18.322;-18.453;-18.469;-18.57;-18.575;-18.649;-18.649;-18.666;-18.683;-18.688;-18.688;-18.744;-18.773;-18.773;-18.773;-18.773;-18.794;-18.794;-18.807;-18.819;-18.842;-18.842;-18.845;-18.847;-18.859;-18.861;-18.864;-18.868;-18.871;-18.875;-18.877;-18.877;-18.881;-18.881;-18.881;-18.881;-18.883;-18.883;-18.884;-18.885;-18.885;-18.886;-18.887;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
6;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-5.3859;-5.4375;-6.0883;-6.6723;-6.8123;-7.6011;-7.7863;-9.0183;-9.137;-10.045;-10.8;-10.8;-10.8;-11.739;-15.237;-15.237;-15.237;-15.237;-15.679;-15.679;-15.929;-15.929;-16.277;-16.484;-16.763;-16.972;-17.142;-17.539;-17.771;-17.846;-17.846;-17.954;-17.981;-18.355;-18.355;-18.423;-18.595;-18.595;-18.616;-18.741;-18.758;-18.776;-18.782;-18.782;-18.801;-18.801;-18.803;-18.822;-18.838;-18.838;-18.838;-18.838;-18.846;-18.852;-18.866;-18.866;-18.866;-18.866;-18.867;-18.87;-18.873;-18.876;-18.878;-18.88;-18.88;-18.88;-18.882;-18.882;-18.883;-18.883;-18.884;-18.884;-18.887;-18.887;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
7;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-5.3793;-5.5778;-5.6894;-6.2104;-6.4499;-7.6274;-7.7978;-8.942;-9.0157;-9.0157;-9.0157;-9.1352;-10.109;-10.109;-11.193;-11.193;-11.372;-11.692;-11.77;-12.162;-13.255;-13.255;-14.303;-15.097;-15.343;-15.731;-15.949;-16.205;-16.595;-16.637;-16.851;-17.046;-17.431;-17.559;-18.187;-18.187;-18.187;-18.187;-18.313;-18.362;-18.362;-18.362;-18.362;-18.448;-18.525;-18.609;-18.609;-18.609;-18.609;-18.639;-18.684;-18.705;-18.709;-18.732;-18.739;-18.751;-18.794;-18.794;-18.794;-18.797;-18.797;-18.814;-18.819;-18.819;-18.831;-18.839;-18.855;-18.855;-18.855;-18.855;-18.859;-18.861;-18.866;-18.867;-18.871;-18.875;-18.875;-18.88;-18.88;-18.88;-18.88;-18.88;-18.883;-18.884;-18.884;-18.884;-18.884;-18.884;-18.884;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.888;-18.888;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
8;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-5.4537;-5.8153;-5.8153;-6.6911;-7.1902;-7.2136;-7.4652;-9.2083;-9.6876;-9.6876;-9.7431;-10.211;-10.211;-10.39;-12.782;-12.782;-12.782;-13.083;-14.554;-15.12;-15.12;-15.12;-16.372;-16.971;-17.687;-17.687;-17.687;-17.687;-17.687;-17.82;-18.009;-18.035;-18.205;-18.263;-18.263;-18.342;-18.446;-18.588;-18.66;-18.736;-18.743;-18.764;-18.777;-18.801;-18.809;-18.82;-18.827;-18.827;-18.829;-18.852;-18.852;-18.855;-18.86;-18.865;-18.865;-18.869;-18.871;-18.872;-18.874;-18.874;-18.876;-18.876;-18.877;-18.878;-18.878;-18.879;-18.879;-18.88;-18.88;-18.88;-18.88;-18.881;-18.881;-18.881;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.882;-18.883;-18.883;-18.883;-18.883;-18.884;-18.884;-18.885;-18.888;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
9;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-4.5941;-4.887;-5.599;-6.2267;-7.1495;-7.1495;-7.3931;-7.4998;-7.4998;-8.5925;-8.9655;-8.9655;-8.9655;-9.6324;-10.101;-11.648;-12.631;-12.842;-13.121;-13.121;-13.121;-15.322;-15.322;-15.322;-15.946;-16.71;-16.71;-16.727;-16.727;-17.972;-17.972;-17.972;-17.972;-17.972;-18.117;-18.117;-18.35;-18.35;-18.411;-18.505;-18.505;-18.605;-18.631;-18.631;-18.631;-18.673;-18.703;-18.709;-18.719;-18.737;-18.761;-18.761;-18.761;-18.785;-18.785;-18.802;-18.808;-18.83;-18.83;-18.83;-18.838;-18.856;-18.856;-18.856;-18.856;-18.863;-18.863;-18.863;-18.863;-18.877;-18.877;-18.877;-18.877;-18.877;-18.877;-18.88;-18.882;-18.882;-18.882;-18.883;-18.884;-18.884;-18.886;-18.886;-18.887;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
10;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-4.912;-5.4868;-6.0481;-6.0481;-6.6464;-7.1629;-7.4256;-7.4256;-7.9288;-8.6433;-9.1101;-9.1548;-9.1548;-9.433;-11.241;-11.82;-11.82;-12.449;-12.75;-13.01;-13.891;-13.932;-15.293;-15.293;-15.293;-15.751;-17.131;-17.519;-17.519;-17.519;-17.519;-17.519;-17.519;-17.805;-17.805;-17.805;-17.892;-18.341;-18.341;-18.373;-18.42;-18.553;-18.553;-18.6;-18.6;-18.6;-18.628;-18.671;-18.735;-18.748;-18.75;-18.774;-18.791;-18.794;-18.794;-18.808;-18.817;-18.846;-18.852;-18.855;-18.859;-18.861;-18.861;-18.862;-18.869;-18.87;-18.871;-18.871;-18.872;-18.876;-18.876;-18.876;-18.876;-18.877;-18.878;-18.88;-18.88;-18.881;-18.882;-18.882;-18.883;-18.883;-18.885;-18.886;-18.886;-18.886;-18.887;-18.887;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
11;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-5.0937;-5.0937;-5.3143;-6.1055;-6.163;-6.2597;-7.4186;-8.4349;-8.4349;-10.108;-10.108;-10.108;-10.108;-10.628;-11.264;-11.525;-13.311;-13.517;-13.654;-15.844;-15.85;-15.85;-15.85;-16.315;-16.541;-17.002;-17.063;-17.465;-17.693;-17.693;-17.693;-17.806;-17.992;-18.127;-18.182;-18.204;-18.223;-18.49;-18.564;-18.628;-18.628;-18.636;-18.652;-18.652;-18.687;-18.699;-18.706;-18.716;-18.796;-18.796;-18.8;-18.816;-18.816;-18.816;-18.822;-18.852;-18.852;-18.852;-18.855;-18.86;-18.864;-18.868;-18.868;-18.868;-18.868;-18.87;-18.873;-18.877;-18.877;-18.878;-18.88;-18.882;-18.882;-18.882;-18.882;-18.886;-18.886;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
12;6.4905;18.891;3;1;0.25;150;175;Euclidean(Median);0;-4.8886;-4.8943;-5.6576;-6.4107;-6.8093;-7.8296;-7.8296;-8.1196;-8.4185;-8.7371;-9.7579;-9.8321;-12.071;-12.071;-12.244;-14.469;-14.6;-14.6;-14.636;-15.29;-15.905;-16.026;-17.115;-17.15;-17.185;-17.358;-17.358;-17.51;-18.068;-18.068;-18.503;-18.503;-18.621;-18.621;-18.742;-18.742;-18.749;-18.749;-18.795;-18.807;-18.822;-18.823;-18.831;-18.84;-18.84;-18.848;-18.848;-18.848;-18.848;-18.852;-18.86;-18.86;-18.861;-18.865;-18.869;-18.871;-18.874;-18.875;-18.875;-18.875;-18.877;-18.881;-18.881;-18.881;-18.887;-18.887;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
13;6.4905;18.891;3;1;0.25;75;175;Euclidean(Median);0;-5.6649;-5.6649;-5.6649;-6.1409;-6.3819;-6.938;-7.4804;-7.9394;-8.219;-8.5294;-9.1002;-9.4585;-9.9836;-10.398;-10.738;-11.645;-12.188;-13.296;-13.718;-13.901;-15.675;-15.675;-15.894;-15.894;-16.028;-16.3;-17.317;-17.588;-17.588;-17.608;-17.608;-18.091;-18.091;-18.091;-18.14;-18.291;-18.291;-18.374;-18.395;-18.546;-18.546;-18.652;-18.734;-18.759;-18.759;-18.759;-18.76;-18.76;-18.76;-18.762;-18.809;-18.809;-18.822;-18.822;-18.831;-18.842;-18.842;-18.857;-18.857;-18.865;-18.865;-18.87;-18.875;-18.875;-18.877;-18.88;-18.88;-18.88;-18.88;-18.88;-18.884;-18.884;-18.885;-18.886;-18.886;-18.886;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
14;6.4905;18.891;3;1;0.25;150;175;Euclidean(Median);0;-5.5233;-5.6405;-6.0311;-6.0311;-6.3678;-6.7164;-7.6234;-7.6234;-8.2303;-9.1745;-9.1745;-11.023;-11.023;-11.04;-11.853;-12.848;-12.848;-13.122;-14.259;-14.403;-14.451;-15.215;-16.324;-16.324;-16.654;-16.749;-17.18;-17.576;-17.758;-17.758;-17.943;-18.093;-18.217;-18.331;-18.331;-18.431;-18.431;-18.536;-18.674;-18.677;-18.677;-18.682;-18.726;-18.735;-18.766;-18.786;-18.793;-18.808;-18.826;-18.832;-18.859;-18.859;-18.859;-18.859;-18.859;-18.859;-18.875;-18.875;-18.875;-18.875;-18.875;-18.876;-18.878;-18.878;-18.878;-18.878;-18.878;-18.884;-18.884;-18.885;-18.886;-18.886;-18.886;-18.886;-18.886;-18.887;-18.888;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
15;6.4905;18.891;3;1;0.25;150;175;Euclidean(Median);0;-5.1607;-6.2071;-6.5785;-7.3212;-7.3212;-7.8007;-8.1907;-8.8204;-8.8204;-9.179;-9.5562;-10.632;-10.705;-11.979;-12.499;-13.152;-13.152;-13.854;-15.062;-15.062;-15.501;-16.443;-16.443;-16.443;-16.952;-16.952;-17.207;-17.387;-17.946;-17.946;-17.951;-18.193;-18.235;-18.235;-18.242;-18.417;-18.453;-18.628;-18.643;-18.643;-18.715;-18.79;-18.79;-18.79;-18.796;-18.809;-18.846;-18.846;-18.846;-18.848;-18.848;-18.848;-18.859;-18.869;-18.875;-18.875;-18.878;-18.878;-18.88;-18.88;-18.881;-18.883;-18.886;-18.886;-18.886;-18.886;-18.887;-18.887;-18.887;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
16;6.4905;18.891;3;1;0.25;150;175;Euclidean(Median);0;-6.0592;-6.0592;-6.0592;-6.5387;-6.6882;-7.9601;-7.9601;-7.9601;-9.151;-9.3496;-9.3496;-10.301;-11.54;-12.093;-12.093;-12.581;-13.778;-15.441;-15.441;-15.578;-15.624;-16.339;-16.339;-17.127;-17.127;-17.581;-17.664;-17.851;-18.328;-18.482;-18.533;-18.667;-18.667;-18.696;-18.696;-18.708;-18.708;-18.708;-18.768;-18.768;-18.779;-18.813;-18.821;-18.821;-18.821;-18.847;-18.848;-18.85;-18.854;-18.856;-18.86;-18.865;-18.866;-18.871;-18.878;-18.878;-18.88;-18.881;-18.884;-18.886;-18.887;-18.887;-18.887;-18.887;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
17;6.4905;18.891;3;1;0.25;150;175;Euclidean(Median);0;-6.2759;-6.5655;-6.8834;-6.8834;-7.8574;-7.8574;-8.4283;-8.9093;-10.025;-10.025;-10.025;-10.313;-12.418;-13.553;-14.537;-14.537;-14.796;-15.089;-15.107;-16.173;-16.173;-16.173;-16.804;-16.813;-17.098;-17.175;-17.576;-17.787;-17.877;-18.17;-18.221;-18.328;-18.357;-18.537;-18.621;-18.671;-18.699;-18.718;-18.736;-18.738;-18.738;-18.74;-18.749;-18.781;-18.82;-18.82;-18.824;-18.832;-18.84;-18.84;-18.844;-18.849;-18.849;-18.854;-18.859;-18.86;-18.864;-18.877;-18.877;-18.877;-18.878;-18.882;-18.882;-18.883;-18.883;-18.886;-18.886;-18.886;-18.887;-18.888;-18.888;-18.888;-18.888;-18.888;-18.888;-18.889;-18.889;-18.889;-18.889;-18.889;-18.889;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.89;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891;-18.891
