COMMON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
distance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
which;Euclidean(Average);Euclidean(LimitedAverage);Euclidean(Median);Euclidean(MinimumTimesMedian);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
plain;5.6986;0.98599;0.82466;0.26797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCA;266.37;17.716;3.8302;0.0001486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weights;;;;;;;;;4.9814E-006;2.4899E-008;1.5747E-006;1.3243E-006;1.9463E-007;1.5485E-008;0.000036151;1.1719E-012;1.6621E-007;1.0395E-006;2.0339E-006;3.7411E-008;5.0625E-008;7.5066E-008;0.000000691;0.99995;5.1155E-012;0.000000001;0.000000012;7.9485E-008;0.000000007;1.2127E-009;3.2881E-008;4.2611E-009;5.1623E-008;1.3764E-009;2.4395E-008;1.0387E-008;1.7607E-009;9.5589E-009;7.3524E-008;1.2914E-008;0.000000034;0.000000062;1.9205E-010;3.48E-010;5.9702E-008;3.4739E-008;2.619E-008;1.7588E-008;2.7841E-010;9.9045E-009;7.5576E-009;8.5154E-009;0.000000041;2.3158E-008;8.8649E-009;1.5184E-007;8.0853E-009;2.3614E-008;1.6515E-007;6.7572E-008;6.8774E-009;2.8533E-011;0.000000004;1.6783E-009;7.5377E-008;9.565E-009;0.000000008;2.8794E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
differential evolutions parameters, by distance type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;36.865;210.08;3;1;0.5;75;175;Euclidean(Average);0.000019329;3.4951E-007;3.2944E-008;7.554E-008;2.5466E-008;2.0648E-007;0.000000041;5.1575E-007;0.000028458;1.2491E-007;1.0209E-008;1.5553E-006;3.781E-008;1.4898E-009;2.0566E-008;0.78843;8.6076E-010;1.1556E-009;9.1997E-009;2.1223E-008;5.809E-007;2.3588E-007;7.8562E-008;4.0136E-008;2.4249E-007;4.8577E-012;0.0011131;1.6829E-007;1.5372E-007;1.8242E-008;1.629E-007;1.0509E-007;1.0837E-007;0.0010512;0.000023835;4.2565E-008;9.4251E-008;0.000000038;4.3425E-008;7.0535E-008;3.5848E-007;0.000045231;0.20928;2.2516E-009;1.1593E-011;5.9489E-008;2.2793E-007;0.000000051;3.3845E-008;1.6746E-008;6.9766E-008;3.1004E-010;1.0549E-011;1.3317E-008;1.5846E-007;0.000000066;2.1887E-008;3.0566E-009;7.2358E-009;0.000000206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;33.647;191.74;3;1;0.5;75;175;Euclidean(Average);0.000007391;1.0215E-008;3.5266E-009;2.7848E-008;2.6553E-008;0.000056009;2.0194E-007;4.9455E-008;0.0062736;1.7392E-007;0.031827;0.028606;0.060699;0.015604;0.038855;0.7191;2.4545E-009;1.0282E-008;6.3774E-012;2.4991E-009;1.3263E-008;0.000000084;1.2653E-008;1.6243E-008;5.9199E-008;5.2817E-008;4.8506E-010;0.0013344;0.0045645;3.0086E-008;7.827E-008;5.2465E-008;4.4548E-008;0.00023224;0.0068788;1.0243E-007;5.57E-009;0.0017884;1.0465E-008;1.4264E-011;8.7644E-009;0.001607;6.7721E-010;1.4258E-009;4.4117E-012;0.000000001;1.3375E-006;0.042646;0.02567;1.3902E-008;2.7984E-009;0.0025881;0.0033243;0.000000049;0.0083371;1.7827E-008;5.97E-008;6.4894E-010;1.4618E-008;1.9897E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;45.271;257.98;3;1;0.5;75;175;Euclidean(Average);1.9869E-007;2.0722E-008;1.1941E-008;1.5143E-006;0.00055784;0.00087068;2.8341E-007;1.0464E-007;3.6947E-007;3.8294E-007;0.0024048;4.3436E-007;8.7688E-008;3.1839E-007;1.878E-007;0.96847;1.2194E-007;1.3395E-008;1.3665E-006;4.9673E-007;7.6966E-007;1.0356E-007;1.2247E-006;0.0025371;3.3387E-007;3.1512E-007;1.3206E-007;1.3286E-007;6.5158E-007;0.011657;0.001742;5.6354E-010;0.00033737;0.0023387;0.000655;5.6915E-007;2.0347E-011;3.6222E-007;1.5232E-007;0.0015093;2.0114E-007;9.4216E-009;9.428E-010;3.3924E-009;2.3142E-008;7.5284E-007;0.000000305;6.4485E-007;0.0014131;0.0025244;0.002966;1.3661E-006;1.6907E-006;3.2503E-009;0.000000017;1.235E-008;5.8018E-007;7.2575E-007;0.000000033;0.000000631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;46.328;264.01;3;1;0.5;75;175;Euclidean(Average);1.1617E-007;7.4043E-007;1.9549E-007;1.9631E-008;8.962E-008;5.8476E-007;2.1307E-008;4.4949E-007;3.8379E-007;1.0273E-006;2.8259E-007;2.2523E-007;0.000000153;6.3673E-009;1.5874E-007;0.9911;3.4621E-007;1.1926E-011;1.1646E-007;1.3874E-009;2.2846E-007;0.000000034;9.3377E-008;4.5672E-008;4.0925E-007;5.1824E-010;6.9902E-010;3.7126E-008;3.6122E-008;2.8056E-007;0.00024715;0.001031;6.3957E-009;7.3642E-008;7.626E-008;4.4541E-009;6.865E-008;0.0064277;6.6542E-011;1.3838E-008;0.000000361;7.3309E-009;8.6442E-006;3.6616E-007;8.5019E-007;1.9021E-007;2.1923E-009;5.8377E-008;1.1474E-007;7.5282E-009;3.4661E-009;0.0011785;6.8724E-011;3.7186E-009;0.000000025;2.4782E-007;1.0511E-007;1.7544E-006;1.5383E-006;6.0935E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;22.185;126.43;3;1;0.5;75;175;Euclidean(Average);5.2609E-008;1.1274E-009;0.038373;2.4428E-007;0.000000113;0.00010069;0.37836;0.000000076;4.9691E-008;2.7443E-009;1.5798E-008;2.2754E-009;8.7201E-008;0.00033311;2.5576E-007;0.3976;0.012577;1.1353E-007;4.0661E-007;9.0243E-008;9.6088E-008;3.4669E-008;0.0001701;0.000000003;0.084806;5.2816E-008;0.00014184;2.5832E-007;7.6681E-010;0.00044703;3.6891E-008;1.6098E-008;2.0399E-008;4.227E-009;1.7839E-008;1.1918E-007;1.2141E-011;1.2104E-008;5.0733E-009;0.00087522;2.0139E-008;6.186E-010;0.06597;0.000019042;0.00013522;5.7737E-008;1.3348E-007;0.000020637;0.01789;2.9336E-008;2.5418E-008;2.0789E-008;0.000000017;4.2742E-009;0.00089944;0.0012752;1.3391E-007;2.6415E-010;5.9418E-010;2.5757E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;37.492;213.65;3;1;0.5;75;175;Euclidean(Average);4.0583E-008;5.1429E-008;0.000071419;1.7042E-007;6.1824E-007;0.020118;0.000000083;4.4005E-007;6.2524E-010;3.0123E-008;0.000007004;3.3658E-007;0.000042795;6.8579E-009;0.000015989;0.8019;2.3299E-008;1.0413E-008;2.9908E-008;0.000014063;5.656E-009;2.6091E-009;1.0949E-007;0.000000016;1.3376E-007;1.8243E-009;0.17773;0.000038337;7.4644E-009;1.0736E-007;4.974E-008;1.9358E-008;8.415E-008;1.3448E-007;0.000000006;3.6237E-007;2.8927E-008;1.1388E-008;3.5634E-010;0.000058467;1.184E-008;5.3927E-012;2.097E-007;6.5532E-009;8.2467E-008;5.2328E-008;3.783E-009;1.3921E-007;1.6141E-009;6.442E-008;6.9192E-009;6.8406E-009;1.9009E-007;7.9829E-008;6.88E-010;2.3836E-008;1.5685E-007;3.2491E-008;8.7117E-011;3.765E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;21.797;124.21;3;1;0.5;75;175;Euclidean(Average);0.12892;0.00058487;6.6379E-006;0.00011877;2.7192E-011;2.3776E-006;0.38524;1.1864E-007;8.7117E-010;0.0034607;9.1886E-006;1.9511E-011;0.0025824;0.000051672;0.00010044;0.38605;7.4751E-012;1.3966E-013;0.000000001;1.3365E-008;5.5579E-010;0.0071103;8.7893E-006;1.5283E-007;1.2898E-009;1.2847E-010;9.7552E-007;0.033942;0.000033863;2.6993E-010;3.2701E-008;2.8281E-010;1.3502E-008;5.9438E-006;2.7915E-010;2.7064E-006;0.0029781;0.00011556;0.024002;0.000010225;7.5193E-008;0.0018325;5.1053E-012;0.0083879;0.000020842;8.879E-015;0.0011513;0.0019198;0.0030434;0.000044152;0.0011458;1.8324E-008;6.0815E-010;2.0569E-006;5.0933E-010;0.0067938;1.3514E-012;5.5323E-006;2.5016E-006;0.00031241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;19.187;109.34;3;1;0.5;75;175;Euclidean(Average);2.3795E-013;0.15183;0.016978;2.0822E-007;5.7773E-008;2.9641E-010;3.4201E-008;2.2545E-008;8.5345E-008;1.8672E-008;1.2509E-010;3.2328E-008;4.4309E-008;9.2593E-006;0.00074646;0.40951;1.7345E-010;0.000036348;2.1953E-009;1.5315E-007;6.9795E-008;1.4663E-006;0.021643;0.0016956;1.0729E-007;4.4244E-008;0.000000046;1.4342E-008;1.595E-009;8.9698E-008;0.10268;2.9828E-008;1.6557E-007;1.0439E-007;0.1383;2.7489E-009;0.000000069;2.9555E-012;1.9939E-010;1.3154E-010;1.1329E-007;0.14438;0.00000016;6.6532E-011;0.000000192;5.2899E-006;6.0452E-008;6.2494E-010;0.00089973;2.6092E-009;3.3599E-008;0.000018841;0.011257;2.2228E-007;5.076E-007;4.9834E-012;2.4335E-006;2.9497E-008;3.6745E-008;9.3544E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;46.648;265.83;3;1;0.5;75;175;Euclidean(Average);1.427E-007;8.7938E-007;0.00060992;1.0938E-011;3.4375E-008;9.6066E-009;1.6541E-009;0.00094278;2.6946E-008;1.631E-009;7.9766E-008;7.1216E-008;5.5882E-008;9.4249E-008;2.723E-010;0.99793;0.000000827;8.101E-007;1.3384E-006;5.8289E-008;7.1725E-008;8.9154E-011;1.2126E-008;2.223E-007;6.7471E-009;6.5963E-009;4.3559E-007;0.00000009;8.4026E-007;5.768E-008;1.2573E-008;0.00049059;5.2508E-010;3.8238E-009;2.3519E-006;4.8545E-008;5.7447E-010;1.1458E-008;3.3158E-011;1.9449E-008;3.9731E-008;9.2087E-009;2.7783E-007;2.8778E-007;3.3868E-006;5.0108E-007;1.7931E-007;1.1066E-007;5.9069E-008;3.2441E-007;4.0373E-008;2.3078E-008;1.0696E-008;3.1069E-006;1.1508E-006;5.0383E-006;2.8676E-007;2.5583E-009;2.7418E-007;1.835E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;37.759;215.17;3;1;0.5;75;175;Euclidean(Average);1.149E-007;3.9328E-008;7.8497E-008;1.4061E-007;1.4117E-008;5.3519E-010;1.2352E-008;1.0712E-007;0.000000095;0.000000002;5.6959E-009;3.3546E-008;5.0601E-008;1.7793E-008;5.3955E-010;0.80759;6.1375E-008;1.1412E-009;1.9468E-009;6.8749E-007;6.597E-009;1.8031E-007;9.5502E-008;2.4017E-007;0.18469;1.6942E-007;1.7364E-009;4.6511E-008;0.000000005;0.000000086;0.0053065;7.3373E-008;5.5291E-007;4.0105E-007;0.00018503;3.0348E-008;4.3559E-007;3.9396E-008;3.9375E-008;0.001489;0.000057574;1.118E-008;2.8472E-007;0.000000028;8.3384E-010;2.3621E-007;5.5284E-009;3.349E-008;1.8357E-007;1.3311E-007;2.426E-007;3.7464E-009;1.3608E-009;0.00040819;4.8387E-008;3.2511E-008;1.124E-007;5.2666E-007;0.00027213;1.4168E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;46.704;266.15;3;1;0.5;75;175;Euclidean(Average);1.0774E-007;0.000067801;3.3138E-009;5.2512E-007;1.4337E-007;0.000029723;1.572E-007;6.7277E-010;0.000000113;0.00000005;1.2917E-010;8.7154E-008;1.8885E-007;0.00011361;2.1334E-009;0.99914;2.8275E-007;1.5734E-007;0.00017707;0.00020906;1.0064E-007;1.3477E-010;2.1166E-006;2.1743E-007;1.9941E-006;4.7464E-009;0.000000095;0.000000468;1.2066E-006;1.1622E-006;1.1541E-007;2.0338E-007;5.6901E-009;3.6445E-009;4.2146E-006;8.9761E-008;3.5267E-008;1.0835E-011;1.4132E-006;7.8055E-008;7.3596E-009;4.056E-007;4.2541E-010;3.9185E-007;5.4347E-007;2.176E-008;7.4849E-008;9.2782E-007;1.3191E-007;2.2704E-011;2.435E-008;8.6811E-007;1.0778E-007;0.00003213;6.0407E-007;4.823E-008;0.00015795;0.000000323;4.2732E-008;0.000053906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;41.743;237.88;3;1;0.5;75;175;Euclidean(Average);0.084427;0.00011657;5.0882E-009;7.9919E-008;9.9099E-008;1.7709E-008;1.615E-007;0.017521;9.8324E-008;0.000002252;3.3462E-007;0.000089519;1.1006E-006;3.0895E-008;4.6218E-008;0.89146;1.3156E-007;5.9432E-010;0.00328;0.002967;6.148E-007;2.3258E-007;3.4301E-006;2.6518E-009;1.3641E-007;5.1838E-007;3.3451E-007;0.000000065;2.5125E-006;1.928E-009;1.9631E-007;4.361E-007;1.9487E-007;9.7171E-007;0.000000004;1.4731E-007;6.8199E-008;0.000000043;5.3237E-008;2.5345E-008;5.1053E-007;3.2903E-008;0.00000032;1.4751E-007;1.4094E-007;2.3048E-007;4.4539E-007;4.9549E-008;3.4896E-008;1.1652E-007;1.1559E-009;3.2315E-010;4.5519E-008;0.000054159;7.8853E-007;2.7611E-007;0.000000005;0.000062748;2.2849E-007;2.2306E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;32.097;182.91;3;1;0.5;75;175;Euclidean(Average);3.0778E-008;4.7232E-008;2.4599E-008;4.4426E-008;1.0794E-007;1.2361E-007;0.049153;3.7943E-006;5.0712E-008;9.574E-008;0.000000088;7.1472E-009;4.2095E-009;3.5664E-008;0.000000012;0.6784;0.000000748;0.000000137;3.8767E-009;6.7356E-009;5.8477E-008;1.7706E-008;5.7521E-006;5.5085E-010;7.7791E-009;1.4498E-009;3.705E-008;7.5707E-010;0.000000268;1.2816E-008;9.7435E-009;4.8063E-008;1.2959E-007;7.2091E-009;5.3261E-008;1.7509E-007;2.1605E-008;6.8767E-006;9.0984E-010;4.4873E-008;1.0718E-007;3.281E-008;3.6316E-007;0.000002143;3.716E-009;4.3385E-008;3.2778E-007;3.5384E-008;1.0212E-008;7.1433E-008;5.1129E-008;0.003378;9.2521E-008;1.7591E-008;9.0195E-011;1.5213E-007;1.3428E-007;0.26905;3.8107E-006;9.1723E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;46.744;266.38;3;1;0.5;75;175;Euclidean(Average);1.2074E-010;3.4628E-008;4.4724E-008;2.5841E-008;1.032E-007;7.465E-009;8.0604E-008;2.1624E-008;2.9508E-010;7.7614E-011;8.4101E-008;7.1062E-009;1.0736E-008;8.0149E-008;2.4053E-008;0.99999;5.1716E-008;1.0542E-007;5.8355E-008;2.6153E-010;2.5796E-009;6.1758E-011;1.2515E-007;2.8276E-007;2.6731E-009;4.7356E-006;2.0644E-009;2.3439E-008;3.8113E-008;3.4719E-009;7.2395E-009;4.6531E-008;2.7936E-009;1.2947E-009;1.5823E-008;9.2638E-008;2.7925E-009;7.455E-009;1.1367E-007;5.6265E-008;1.6076E-009;7.5744E-010;2.9076E-009;1.8948E-009;3.1119E-010;1.083E-008;1.066E-007;3.2653E-007;2.2388E-008;5.9942E-008;5.214E-007;5.4812E-007;3.7718E-008;2.2922E-007;8.7867E-009;9.7931E-009;1.8844E-010;2.7863E-009;3.2543E-007;1.1365E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;44.346;252.71;3;1;0.5;75;175;Euclidean(Average);6.4652E-008;3.5294E-007;7.1111E-007;1.3449E-009;2.9166E-008;2.0662E-007;8.031E-007;4.4737E-008;4.1587E-009;7.0466E-008;2.9638E-007;3.0913E-009;1.5546E-007;1.2633E-010;1.6431E-007;0.94865;1.8184E-008;2.2877E-008;0.000000039;4.2144E-007;5.6698E-009;8.325E-009;0.000000001;4.4814E-008;7.8887E-008;3.6939E-008;1.1757E-007;0.00032156;4.9856E-006;1.1131E-009;4.8971E-006;5.1789E-009;8.2825E-011;4.3853E-011;2.232E-008;6.2687E-008;1.3653E-008;9.4217E-008;0.000000437;0.050767;1.9619E-007;2.3108E-007;8.5412E-008;2.575E-008;2.0556E-009;4.4587E-007;1.2663E-007;0.00000045;4.7031E-007;8.6802E-009;5.4362E-009;0.000008488;2.352E-009;1.494E-010;5.2403E-011;0.000018663;0.000018925;0.000047719;0.000038533;0.00010815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;46.689;266.06;3;1;0.5;150;175;Euclidean(Average);1.1812E-009;1.3217E-008;1.6535E-009;7.3174E-008;4.0916E-008;1.1515E-011;3.7506E-011;1.0191E-008;3.0116E-008;1.1666E-011;6.9718E-008;0.000000017;6.6129E-009;5.6325E-009;2.8922E-009;0.99882;1.2664E-009;1.3438E-008;4.2712E-009;8.3927E-012;4.5215E-009;8.6319E-009;1.1378E-008;2.9437E-008;4.11E-008;1.2328E-008;5.3639E-010;3.8849E-008;3.1722E-008;2.0926E-008;3.4246E-009;4.5621E-009;3.5214E-009;2.1153E-010;9.7405E-008;6.2168E-011;4.8234E-011;1.1407E-007;4.0594E-008;5.1241E-008;7.105E-009;1.6895E-008;1.1269E-008;0.000000075;0.000000014;5.0462E-011;0.000000034;9.5566E-011;0.0011769;8.2359E-010;5.1297E-009;2.0648E-008;1.1417E-010;8.8835E-013;5.9857E-008;2.8913E-009;1.3434E-009;2.7954E-011;8.112E-010;1.7848E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
