TITLE;Differential evolution variants
FOCUS ON;
EXPERIMENT TYPE;DEVariantsOfDistances
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
type;;;;;;;;;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomWeibull;RandomWeibull;RandomUniform;RandomNormal
p1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;;;;;;;;;15;10;10;10;10;5;0.2;5;5;5;5;5;5;5;5;0.2;5;1;1
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;8.5492;5.5307;4.0639;1.3942;5.6658;8463.7;6.1141;2.4104;1.4728;0.27269;0.40163;6052.9
PCA;203.66;24.867;46.07;0.00084761;0.039049;2.0163E+05;195.95;22.673;40.361;0.00062849;0.025367;1.9399E+05
PCA
weights;;;;;;;;;1.8298E-05;3.736E-07;3.5114E-06;5.2474E-05;1.1976E-06;5.1844E-07;0.22421;1.0988E-08;9.5198E-07;1.7332E-06;1.59E-05;3.0358E-06;2.7349E-06;3.3388E-08;2.4757E-06;0.77568;9.5574E-09;4.238E-08;1.2997E-07;5.5817E-07;7.6522E-08;1.1593E-07;1.569E-07;6.3616E-08;1.4216E-07;5.7469E-09;5.9196E-08;2.5812E-07;9.2149E-08;1.0089E-07;2.6081E-07;5.5743E-08;1.8523E-07;8.511E-08;7.9367E-08;2.7966E-07;1.4833E-07;2.1585E-08;5.9557E-08;6.1301E-08;9.1452E-09;1.7774E-07;1.752E-07;1.3524E-08;1.6769E-07;3.0124E-08;8.1692E-07;2.2981E-07;1.1977E-07;2.7872E-08;1.2465E-07;6.0111E-07;6.7641E-07;1.9242E-07;2.4758E-08;2.3303E-07;2.3141E-07;7.1135E-08;1.0843E-07;4.4311E-08
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;25.331;216.56;3;1;0.5;150;175;Manhattan(Average);1.3048E-08;3.7782E-09;1.9454E-13;6.3792E-09;2.5714E-08;2.1955E-08;2.0771E-08;1.9573E-08;1.3182E-09;1.1001E-07;5.0868E-09;4.1698E-10;3.0733E-11;9.8419E-08;7.9073E-08;0.99983;1.9067E-09;0.00016741;1.2642E-09;6.2668E-08;5.0664E-11;7.5081E-08;2.1644E-08;5.6251E-08;4.2624E-08;5.9325E-08;4.0596E-08;1.3239E-08;1.5405E-08;2.8518E-09;1.1567E-09;1.3103E-08;3.3912E-09;2.6957E-09;2.2005E-09;2.7432E-08;2.2219E-07;2.3936E-10;1.0973E-09;1.0435E-09;2.3768E-09;1.142E-08;5.9638E-06;1.3615E-08;1.5025E-08;3.7077E-08;1.9412E-09;1.3303E-10;1.0259E-08;9.7223E-10;6.6412E-10;1.8368E-08;3.3798E-10;1.068E-07;4.8315E-08;7.209E-08;3.4057E-09;2.1148E-08;2.6203E-08;1.537E-09
2;24.65;210.73;3;1;0.5;150;175;Manhattan(Average);5.5762E-11;4.7534E-09;5.3678E-08;7.2717E-10;1.502E-09;2.1321E-09;1.0973E-08;3.3195E-08;2.3851E-09;2.5383E-10;4.941E-08;3.6266E-09;0.0025625;2.9214E-09;1.0211E-09;0.97282;0.016701;5.6119E-10;4.3868E-08;6.4523E-09;7.5384E-09;4.8214E-08;3.4603E-08;6.2379E-09;5.9058E-11;1.5926E-08;3.3825E-09;4.7755E-09;2.8821E-09;5.3107E-09;4.8983E-09;4.5949E-09;0.00086813;9.8459E-10;3.1921E-09;1.3595E-08;3.032E-08;7.2822E-11;4.8613E-09;1.8678E-08;1.4647E-09;5.8308E-08;4.6127E-08;1.9021E-08;9.6044E-08;3.3714E-12;2.5769E-08;1.0792E-10;9.4233E-11;2.266E-09;1.8892E-08;1.1729E-09;4.0988E-10;1.8739E-08;1.9342E-09;3.5576E-09;1.9544E-09;0.007049;4.4544E-11;1.7347E-08
3;25.335;216.6;3;1;0.5;150;175;Manhattan(Average);6.8845E-09;2.316E-07;4.2167E-08;2.5667E-08;9.6998E-10;4.9732E-09;2.3789E-08;8.3687E-08;1.114E-09;5.6334E-08;1.0531E-10;1.8959E-10;1.055E-08;9.1012E-09;1.1798E-06;1;5.3996E-09;6.4796E-09;1.0087E-09;3.4434E-11;1.9901E-11;2.3377E-08;5.1528E-10;7.5234E-09;1.6014E-11;4.6704E-11;1.5481E-09;2.6353E-08;9.5876E-10;3.5314E-08;1.222E-08;4.4257E-09;2.4564E-08;3.6095E-08;1.0248E-07;1.6114E-10;8.0893E-08;4.9553E-08;1.693E-08;2.3903E-07;2.0218E-08;2.0968E-10;3.149E-09;2.5815E-08;5.1298E-08;6.5296E-08;2.7563E-08;2.8467E-09;1.1303E-08;7.1414E-08;1.4397E-09;1.9532E-10;6.2897E-08;1.0221E-08;7.1753E-10;3.3779E-08;9.7765E-09;3.2189E-08;4.0285E-08;6.9609E-12
4;25.335;216.6;3;1;0.5;150;175;Manhattan(Average);6.1331E-08;1.1149E-08;1.5629E-07;1.9172E-09;2.153E-08;3.5854E-09;7.3785E-07;3.2469E-08;1.8611E-09;3.2671E-09;7.5819E-08;7.2175E-09;2.2569E-08;9.1161E-08;3.1609E-09;0.99999;1.0719E-08;6.5598E-09;1.3968E-09;6.0525E-08;7.3065E-09;4.9911E-08;2.9417E-11;4.3312E-09;1.1241E-10;7.8758E-08;1.2104E-08;7.5228E-08;1.579E-09;2.5485E-06;3.0947E-07;9.7345E-09;2.2621E-10;6.661E-08;2.7804E-08;2.7951E-10;3.7801E-08;2.0523E-08;8.5119E-08;5.7171E-09;4.7871E-11;1.8659E-08;1.6001E-10;1.2879E-07;3.2598E-09;2.2626E-09;1.3719E-09;3.0923E-09;5.7792E-08;3.2745E-08;9.346E-08;1.4815E-07;6.4496E-10;1.3937E-09;5.0352E-09;1.8598E-08;1.1285E-07;1.6622E-08;2.2776E-08;5.6331E-10
5;22.508;192.42;3;1;0.5;150;175;Manhattan(Average);1.8127E-07;2.6671E-10;2.4552E-08;4.9474E-06;4.3124E-08;1.539E-07;5.1035E-06;1.1017E-10;1.0118E-08;2.2235E-06;1.0131E-09;0.035786;8.1422E-08;1.9847E-09;2.5037E-07;0.88708;2.8942E-08;8.2197E-08;1.5729E-08;2.1687E-07;1.2386E-08;6.1297E-08;1.6524E-08;2.8075E-10;3.0518E-09;1.2741E-07;5.0943E-13;2.3131E-09;6.0179E-12;1.497E-08;1.4327E-09;9.1373E-09;2.7414E-09;3.3901E-09;0.0026055;1.5147E-10;2.4919E-07;2.4602E-07;2.0758E-06;7.0498E-08;1.4904E-07;1.3048E-07;5.3696E-07;6.6471E-10;2.6792E-08;1.9462E-06;2.1389E-05;3.0079E-08;0.015926;9.1422E-09;7.225E-08;3.8885E-09;0.058562;2.7683E-06;4.4769E-07;9.9631E-08;1.3916E-06;2.4464E-07;8.7868E-11;3.4192E-11
6;25.335;216.6;3;1;0.5;150;175;Manhattan(Average);1.3041E-07;2.3188E-09;8.7859E-10;5.3407E-11;9.1313E-09;6.1554E-08;1.3636E-08;5.3333E-09;1.6548E-07;5.6312E-09;3.4342E-08;6.0504E-08;4.8471E-08;1.4395E-08;2.82E-10;1;3.433E-09;1.7436E-09;6.5294E-09;1.0263E-11;2.9785E-07;1.6867E-10;1.7119E-09;1.7842E-07;2.084E-09;6.5668E-08;8.9613E-08;2.1035E-07;5.2063E-08;3.5881E-08;7.3447E-08;1.2112E-09;1.5648E-09;4.9228E-08;3.5037E-10;7.3758E-08;4.2659E-10;4.7842E-10;4.081E-09;2.4782E-07;2.153E-08;1.412E-07;6.6539E-08;1.9628E-08;1.6479E-07;1.0162E-08;7.6215E-09;1.2676E-07;3.9926E-11;2.7435E-09;1.1645E-08;5.5914E-08;2.0709E-09;2.1706E-09;4.4508E-10;2.4226E-07;2.5452E-08;1.0379E-07;5.7859E-09;3.5982E-09
7;21.335;182.4;3;1;0.5;150;175;Manhattan(Average);7.3468E-11;5.8368E-09;3.3407E-11;1.5193E-09;7.9394E-08;0.0065534;0.47657;1.1722E-08;7.4284E-10;6.4952E-09;1.82E-08;3.0611E-09;4.5494E-09;1.3873E-08;1.8047E-08;0.49206;2.4678E-09;2.107E-09;3.4705E-08;1.3234E-07;1.9713E-11;8.3314E-10;1.9207E-08;6.552E-11;4.1798E-09;6.8547E-09;2.5098E-11;3.7955E-09;0.0020015;1.3128E-09;7.3388E-08;2.9116E-09;3.7161E-08;4.67E-11;3.3331E-12;4.2386E-09;2.8171E-08;2.5556E-12;4.3059E-09;0.0092105;0.0007811;2.591E-10;5.5912E-05;1.796E-08;3.5616E-08;2.3739E-08;5.0518E-09;1.4368E-05;1.1967E-10;2.9471E-09;2.0367E-08;1.301E-10;0.012754;1.1815E-09;1.2898E-10;3.2347E-09;1.6497E-09;6.7498E-08;5.7303E-08;2.9296E-08
